0.140000	0.350000	1
0.830000	1.050000	2
1.540000	1.780000	3
2.230000	2.440000	4
2.930000	3.160000	5
3.630000	3.840000	6
4.330000	4.560000	7
5.030000	5.250000	8
5.730000	5.940000	9
6.430000	6.640000	10
7.130000	7.360000	11
7.830000	8.040000	12
8.530000	8.760000	13
9.230000	9.440000	14
9.930000	10.160000	15
10.630000	10.840000	16
11.330000	11.560000	17
12.030000	12.240000	18
12.730000	12.960000	19
13.430000	13.640000	20
14.130000	14.360000	21
14.830000	15.040000	22
15.530000	15.760000	23
16.230000	16.440000	24
16.930000	17.160000	25
17.630000	17.840000	26
18.330000	18.560000	27
19.030000	19.280000	28
19.730000	19.940000	29
20.430000	20.640000	30
21.130000	21.360000	31
21.830000	22.040000	32
22.530000	22.750000	33
23.230000	23.440000	34
23.930000	24.160000	35
24.630000	24.840000	36
25.330000	25.550000	37
26.030000	26.230000	38
26.730000	26.950000	39
27.420000	27.640000	40
28.130000	28.360000	41
28.820000	29.040000	42
29.530000	29.760000	43
30.220000	30.430000	44
30.930000	31.150000	45
31.620000	31.840000	46
32.330000	32.550000	47
33.020000	33.240000	48
33.730000	33.940000	49
34.420000	34.630000	50
35.130000	35.370000	51
35.820000	36.030000	52
36.530000	36.750000	53
37.220000	37.430000	54
37.930000	38.150000	55
38.620000	38.830000	56
39.320000	39.550000	57
40.020000	40.240000	58
40.720000	40.950000	59
41.420000	41.650000	60
42.120000	42.350000	61
42.820000	43.030000	62
43.530000	43.750000	63
44.220000	44.430000	64
44.920000	45.140000	65
45.620000	45.830000	66
46.310000	46.520000	67
47.000000	47.210000	68
47.700000	47.920000	69
48.400000	48.610000	70
49.100000	49.320000	71
49.800000	50.010000	72
50.500000	50.730000	73
51.200000	51.420000	74
51.900000	52.140000	75
52.600000	52.810000	76
53.300000	53.530000	77
54.000000	54.210000	78
54.700000	54.930000	79
55.400000	55.610000	80
56.100000	56.350000	81
56.800000	57.000000	82
57.500000	57.730000	83
58.200000	58.420000	84
58.900000	59.110000	85
59.600000	59.810000	86
60.300000	60.530000	87
61.000000	61.220000	88
61.700000	61.950000	89
62.390000	62.610000	90
63.100000	63.320000	91
63.790000	64.010000	92
64.500000	64.730000	93
65.190000	65.450000	94
65.900000	66.130000	95
66.590000	66.800000	96
67.100000	67.110000	97
67.300000	67.530000	98
67.990000	68.200000	99
68.700000	68.920000	100
69.390000	69.620000	101
70.100000	70.330000	102
70.790000	71.010000	103
71.500000	71.720000	104
72.190000	72.410000	105
72.900000	73.140000	106
73.590000	73.810000	107
74.300000	74.520000	108
74.990000	75.240000	109
75.690000	75.910000	110
76.390000	76.600000	111
77.090000	77.340000	112
77.790000	78.000000	113
78.490000	78.720000	114
79.190000	79.400000	115
79.890000	80.120000	116
80.590000	80.800000	117
81.290000	81.540000	118
81.990000	82.200000	119
82.700000	82.920000	120
83.390000	83.600000	121
84.100000	84.320000	122
84.790000	85.100000	123
85.490000	85.720000	124
86.190000	86.400000	125
86.900000	87.120000	126
87.590000	87.800000	127
88.300000	88.520000	128
88.990000	89.200000	129
89.690000	89.920000	130
90.390000	90.600000	131
91.090000	91.330000	132
91.790000	92.000000	133
92.490000	92.720000	134
93.190000	93.400000	135
93.890000	94.110000	136
94.590000	94.800000	137
95.290000	95.500000	138
95.990000	96.200000	139
96.690000	96.900000	140
97.390000	97.610000	141
98.090000	98.320000	142
98.790000	99.040000	143
99.490000	99.700000	144
100.180000	100.390000	145
100.890000	101.120000	146
101.580000	101.800000	147
102.290000	102.530000	148
102.980000	103.240000	149
103.690000	103.920000	150
104.380000	104.590000	151
105.090000	105.290000	152
105.780000	106.000000	153
106.490000	106.720000	154
107.180000	107.400000	155
107.890000	108.120000	156
108.580000	108.800000	157
109.290000	109.510000	158
109.980000	110.190000	159
110.690000	110.910000	160
111.380000	111.600000	161
112.090000	112.330000	162
112.780000	112.990000	163
113.490000	113.710000	164
114.180000	114.400000	165
114.890000	115.110000	166
115.580000	115.800000	167
116.280000	116.500000	168
116.980000	117.270000	169
117.680000	117.920000	170
118.380000	118.590000	171
119.080000	119.300000	172
119.780000	120.030000	173
120.480000	120.690000	174
121.180000	121.390000	175
121.880000	122.110000	176
122.580000	122.790000	177
123.280000	123.490000	178
123.980000	124.190000	179
124.680000	124.880000	180
125.380000	125.610000	181
126.080000	126.300000	182
126.780000	127.030000	183
127.480000	127.730000	184
128.180000	128.390000	185
128.880000	129.130000	186
129.580000	129.790000	187
130.280000	130.600000	188
130.980000	131.190000	189
131.680000	131.900000	190
132.380000	132.600000	191
133.080000	133.290000	192
133.780000	133.990000	193
134.480000	134.730000	194
135.180000	135.390000	195
135.880000	136.110000	196
136.580000	136.790000	197
137.280000	137.490000	198
137.970000	138.180000	199
138.680000	138.910000	200
139.370000	139.590000	201
