wheel,timestamp,error
right,1588319932.62,0.052175975437
left,1588319932.63,0.0556876427926
right,1588319932.63,0.0518760389571
left,1588319932.64,0.0553932726436
right,1588319932.64,0.0515832790282
right,1588319932.65,0.0512974754368
left,1588319932.65,0.055106450893
right,1588319932.66,0.0510184213272
left,1588319932.66,0.0548269110131
right,1588319932.67,0.0507459125626
left,1588319932.67,0.0545544050503
right,1588319932.68,0.0504797579996
left,1588319932.68,0.0542886831895
right,1588319932.69,0.0502197789952
left,1588319932.69,0.0540295218306
right,1588319932.7,0.0499658009903
left,1588319932.7,0.0537767125294
right,1588319932.71,0.0497176560314
left,1588319932.71,0.0535300453453
right,1588319932.72,0.0494751880842
left,1588319932.72,0.053289330133
left,1588319932.73,0.0530543910429
right,1588319932.73,0.0492382458704
right,1588319932.74,0.0490066827955
left,1588319932.74,0.0528250505817
left,1588319932.75,0.0526011460616
right,1588319932.75,0.0487803594701
left,1588319932.76,0.0523825255536
right,1588319932.76,0.0485591434336
right,1588319932.77,0.0483429054879
left,1588319932.77,0.0521690390185
right,1588319932.78,0.048131524232
left,1588319932.78,0.0519605430408
left,1588319932.79,0.0517569088765
right,1588319932.79,0.0479248799291
left,1588319932.8,0.0515580101376
right,1588319932.8,0.0477228571811
left,1588319932.81,0.0513637149011
right,1588319932.81,0.0475253486266
left,1588319932.82,0.0511739141658
right,1588319932.82,0.0473322498986
right,1588319932.83,0.0471434558509
left,1588319932.83,0.0509885016937
left,1588319932.84,0.0508073686727
right,1588319932.84,0.0469588646382
right,1588319932.85,0.0467783854546
left,1588319932.85,0.0506303989704
left,1588319932.86,0.0504575054761
right,1588319932.86,0.0466019316684
left,1588319932.87,0.0502886030046
right,1588319932.87,0.0464294081302
right,1588319932.88,0.0462607241528
left,1588319932.88,0.0501235970181
right,1588319932.89,0.0460957986268
left,1588319932.89,0.049962384677
right,1588319932.9,0.045934561336
left,1588319932.9,0.0498048893438
left,1588319932.91,0.0496510477894
right,1588319932.91,0.0457769295576
left,1588319932.92,0.0495007809456
right,1588319932.92,0.0456228202569
left,1588319932.93,0.0493539982942
right,1588319932.93,0.045472155151
left,1588319932.94,0.0492106215464
right,1588319932.94,0.0453248740741
right,1588319932.95,0.0451809149588
left,1588319932.95,0.0490705957069
right,1588319932.96,0.0450402030251
left,1588319932.96,0.0489338679613
left,1588319932.97,0.0488003665788
right,1588319932.97,0.0449026621526
right,1588319932.98,0.0447682303186
left,1588319932.98,0.0486700086404
right,1588319932.99,0.0446368552147
left,1588319932.99,0.0485427374019
right,1588319933.0,0.0445084828811
left,1588319933.0,0.0484185063905
right,1588319933.01,0.0443830516711
left,1588319933.01,0.0482972712554
right,1588319933.02,0.0442604890517
left,1588319933.02,0.0481789738064
left,1588319933.03,0.0480635397266
right,1588319933.03,0.0441407424047
left,1588319933.04,0.0479509194264
right,1588319933.04,0.0440237660063
left,1588319933.05,0.0478410719542
right,1588319933.05,0.0439095117672
left,1588319933.06,0.0477339559374
right,1588319933.06,0.0437979314479
left,1588319933.07,0.047629532363
right,1588319933.07,0.0436889650268
left,1588319933.08,0.0475277447404
right,1588319933.08,0.0435825552276
right,1588319933.09,0.0434786647904
left,1588319933.09,0.0474285405248
right,1588319933.1,0.0433772502733
left,1588319933.1,0.0473318812054
right,1588319933.11,0.0432782680043
left,1588319933.11,0.0472377287758
right,1588319933.12,0.043181673963
left,1588319933.12,0.0471460441206
right,1588319933.13,0.0430874199356
left,1588319933.13,0.0470567901769
left,1588319933.14,0.0469699324985
right,1588319933.14,0.0429954624648
right,1588319933.15,0.0429057670195
left,1588319933.15,0.0468854293165
left,1588319933.16,0.046803243886
right,1588319933.16,0.0428182932255
left,1588319933.17,0.0467233394991
right,1588319933.17,0.0427330003563
left,1588319933.18,0.0466456778056
right,1588319933.18,0.0426498475806
left,1588319933.19,0.046570220729
right,1588319933.19,0.0425687933124
right,1588319933.2,0.0424898077746
left,1588319933.2,0.0464969410842
left,1588319933.21,0.046425818054
right,1588319933.21,0.0424128596222
right,1588319933.22,0.042337909498
left,1588319933.22,0.0463568159078
right,1588319933.23,-0.931056207578
left,1588319933.23,-0.923303970616
right,1588319933.24,-0.918041039051
left,1588319933.24,-0.909574468745
right,1588319933.25,-0.904624853602
left,1588319933.25,-0.895734332093
right,1588319933.26,-0.8912941189
left,1588319933.26,-0.882010252392
right,1588319933.27,-0.878075859285
left,1588319933.27,-0.868410089258
left,1588319933.28,-0.854928869512
right,1588319933.28,-0.864970526789
left,1588319933.29,-0.841561691937
right,1588319933.29,-0.851973630918
left,1588319933.3,-0.828304484097
right,1588319933.3,-0.839079811397
left,1588319933.31,-0.815153897728
right,1588319933.31,-0.826283830331
left,1588319933.32,-0.802107210156
right,1588319933.32,-0.813580850349
left,1588319933.33,-0.78916227281
right,1588319933.33,-0.800966557534
left,1588319933.34,-0.776317495735
right,1588319933.34,-0.788437220566
left,1588319933.35,-0.763571826459
right,1588319933.35,-0.775989715643
left,1588319933.36,-0.750924721118
right,1588319933.36,-0.763621529642
left,1588319933.37,-0.738376124007
right,1588319933.37,-0.751330771585
left,1588319933.38,-0.725926442223
right,1588319933.38,-0.739116139936
left,1588319933.39,-0.713576490755
right,1588319933.39,-0.726976903904
right,1588319933.4,-0.714912864444
left,1588319933.4,-0.701327470222
right,1588319933.41,-0.702924316074
left,1588319933.41,-0.689180899115
left,1588319933.42,-0.677138580705
right,1588319933.42,-0.691011987662
right,1588319933.43,-0.679177005856
left,1588319933.43,-0.6652025394
right,1588319933.44,-0.667420831815
left,1588319933.44,-0.653374970711
right,1588319933.45,-0.655745205408
left,1588319933.45,-0.641658190068
right,1588319933.46,-0.644152088592
left,1588319933.46,-0.630054580252
left,1588319933.47,-0.618566540498
right,1588319933.47,-0.632643609087
left,1588319933.48,-0.607196435016
right,1588319933.48,-0.621221999799
right,1588319933.49,-0.609889548117
left,1588319933.49,-0.595946541714
right,1588319933.5,-0.598648523778
left,1588319933.5,-0.584818985876
right,1588319933.51,-0.587526118266
left,1588319933.51,-0.573845523557
right,1588319933.52,-0.576592646074
left,1588319933.52,-0.563084923468
right,1588319933.53,-0.565855242646
left,1588319933.53,-0.552539296564
right,1588319933.54,-0.555298396222
left,1588319933.54,-0.54218974267
right,1588319933.55,-0.544922189348
left,1588319933.55,-0.532038753754
right,1588319933.56,-0.534730847618
left,1588319933.56,-0.522084339928
right,1588319933.57,-0.524714601675
left,1588319933.57,-0.512321137204
right,1588319933.58,-0.514868692214
left,1588319933.58,-0.502744669358
right,1588319933.59,-0.505198530067
left,1588319933.59,-0.493353011542
left,1588319933.6,-0.484138238034
right,1588319933.6,-0.495688052108
left,1588319933.61,-0.475098878848
right,1588319933.61,-0.486344212949
right,1588319933.62,-0.477162137822
left,1588319933.62,-0.466232776696
left,1588319933.63,-0.457539354685
right,1588319933.63,-0.468142924186
left,1588319933.64,-0.449008644358
right,1588319933.64,-0.459277067791
left,1588319933.65,-0.440647653094
right,1588319933.65,-0.450575348985
right,1588319933.66,-0.442021662256
left,1588319933.66,-0.432443827686
right,1588319933.67,-0.433625533364
left,1588319933.67,-0.424402025646
left,1588319933.68,-0.416520016037
right,1588319933.68,-0.425386703728
left,1588319933.69,-0.408786414799
right,1588319933.69,-0.417287670531
left,1588319933.7,-0.401206757092
right,1588319933.7,-0.409340747323
left,1588319933.71,-0.393776879787
right,1588319933.71,-0.401542835198
left,1588319933.72,-0.386493721897
right,1588319933.72,-0.393890386515
left,1588319933.73,-0.379355935239
right,1588319933.73,-0.386383507745
right,1588319933.74,-0.379004322931
left,1588319933.74,-0.372355375425
left,1588319933.75,-0.365492944568
right,1588319933.75,-0.37176327396
left,1588319933.76,-0.35876805714
right,1588319933.76,-0.364663194147
left,1588319933.77,-0.352177530648
right,1588319933.77,-0.357699638154
left,1588319933.78,-0.345718738424
right,1588319933.78,-0.350869729954
left,1588319933.79,-0.33938923645
right,1588319933.79,-0.344171236643
right,1588319933.8,-0.337602193867
left,1588319933.8,-0.333186670804
left,1588319933.81,-0.327108694788
right,1588319933.81,-0.331160615232
right,1588319933.82,-0.324844554285
left,1588319933.82,-0.321153002564
left,1588319933.83,-0.315317314972
right,1588319933.83,-0.318652063688
right,1588319933.84,-0.312581212773
left,1588319933.84,-0.309599390263
right,1588319933.85,-0.306630114562
left,1588319933.85,-0.303997032505
right,1588319933.86,-0.300796903044
left,1588319933.86,-0.298508080177
right,1588319933.87,-0.295079723094
left,1588319933.87,-0.29313040523
left,1588319933.88,-0.28786191359
right,1588319933.88,-0.289476744261
left,1588319933.89,-0.282700549234
right,1588319933.89,-0.283986162991
right,1588319933.9,-0.27860619848
left,1588319933.9,-0.277644291556
right,1588319933.91,-0.273335087066
left,1588319933.91,-0.272691151224
right,1588319933.92,-0.268171065879
left,1588319933.92,-0.267839164921
right,1588319933.93,-0.263112412097
left,1588319933.93,-0.263086410996
left,1588319933.94,-0.258430996088
right,1588319933.94,-0.258157423748
left,1588319933.95,-0.253871052552
right,1588319933.95,-0.253304396711
left,1588319933.96,-0.24940475675
right,1588319933.96,-0.24855167891
left,1588319933.97,-0.245030308586
right,1588319933.97,-0.243897639863
left,1588319933.98,-0.240746560864
right,1588319933.98,-0.239341751493
left,1588319933.99,-0.236549893861
right,1588319933.99,-0.234878028125
left,1588319934.0,-0.232438821115
right,1588319934.0,-0.230505936207
left,1588319934.01,-0.228412563172
right,1588319934.01,-0.226224314816
left,1588319934.02,-0.224468245154
right,1588319934.02,-0.222029825665
right,1588319934.03,-0.217922334503
left,1588319934.03,-0.220605242821
left,1588319934.04,-0.216820518954
right,1588319934.04,-0.213896701842
left,1588319934.05,-0.213113742733
right,1588319934.05,-0.209958035854
left,1588319934.06,-0.209482323039
right,1588319934.06,-0.20609800324
left,1588319934.07,-0.205924882075
right,1588319934.07,-0.202314892435
left,1588319934.08,-0.202440173924
right,1588319934.08,-0.198611859172
left,1588319934.09,-0.199026787807
right,1588319934.09,-0.194987168346
right,1588319934.1,-0.191434309015
left,1588319934.1,-0.195682664357
right,1588319934.11,-0.187952232131
left,1588319934.11,-0.192406446986
right,1588319934.12,-0.184545500096
left,1588319934.12,-0.189197845999
right,1588319934.13,-0.18121051401
left,1588319934.13,-0.186054268303
right,1588319934.14,-0.177941877236
left,1588319934.14,-0.1829743896
right,1588319934.15,-0.174737817982
left,1588319934.15,-0.179956747497
right,1588319934.16,-0.171601034607
left,1588319934.16,-0.177000587477
right,1588319934.17,-0.168527590509
left,1588319934.17,-0.174104115244
right,1588319934.18,-0.165519068734
left,1588319934.18,-0.171267016931
right,1588319934.19,-0.162574535836
left,1588319934.19,-0.168487980592
right,1588319934.2,-0.159692321127
left,1588319934.2,-0.165765604733
right,1588319934.21,-0.156870081353
left,1588319934.21,-0.163098509225
right,1588319934.22,-0.154107072712
left,1588319934.22,-0.16048577351
right,1588319934.23,-0.151402405919
left,1588319934.23,-0.157926368324
right,1588319934.24,-0.148755112836
left,1588319934.24,-0.155419235698
left,1588319934.25,-0.152963310991
right,1588319934.25,-0.14616419543
left,1588319934.26,-0.150557556214
right,1588319934.26,-0.143628700997
right,1588319934.27,-0.14114484839
left,1588319934.27,-0.148201356428
right,1588319934.28,-0.138725881342
left,1588319934.28,-0.145896126839
left,1588319934.29,-0.143637509887
right,1588319934.29,-0.136358876627
right,1588319934.3,-0.134039027931
left,1588319934.3,-0.141424381497
right,1588319934.31,-0.131769979402
left,1588319934.31,-0.139255668921
right,1588319934.32,-0.129552353357
left,1588319934.32,-0.137131250517
right,1588319934.33,-0.127383493891
left,1588319934.34,-0.135049466256
right,1588319934.34,-0.12526131738
left,1588319934.34,-0.133009229981
left,1588319934.35,-0.131009789975
right,1588319934.35,-0.123185168246
left,1588319934.36,-0.129050245905
right,1588319934.36,-0.121154209999
right,1588319934.37,-0.119168023814
left,1588319934.37,-0.127129302426
left,1588319934.38,-0.125253324833
right,1588319934.38,-0.117230205965
left,1588319934.39,-0.123422544005
right,1588319934.39,-0.115347354947
left,1588319934.4,-0.121636155478
right,1588319934.4,-0.113517088027
left,1588319934.41,-0.119894948146
right,1588319934.41,-0.111737324139
left,1588319934.42,-0.118196577634
right,1588319934.42,-0.110010568598
left,1588319934.43,-0.116540247499
right,1588319934.43,-0.108330954593
left,1588319934.44,-0.114924958458
right,1588319934.44,-0.106702309991
left,1588319934.45,-0.113350359389
right,1588319934.45,-0.105118815408
left,1588319934.46,-0.111814627157
right,1588319934.46,-0.103582749385
left,1588319934.47,-0.110316468904
right,1588319934.47,-0.102091064584
right,1588319934.48,-0.100639773962
left,1588319934.48,-0.108854290912
right,1588319934.49,-0.0992317199817
left,1588319934.49,-0.107429225468
right,1588319934.5,-0.0978638914976
left,1588319934.5,-0.106038183507
right,1588319934.51,-0.0965344585938
left,1588319934.51,-0.104680675217
right,1588319934.52,-0.0952439672641
left,1588319934.52,-0.103356692122
right,1588319934.53,-0.093987763542
left,1588319934.53,-0.102065236858
right,1588319934.54,-0.092767778368
left,1588319934.54,-0.100806767268
left,1588319934.55,-0.0995804154733
right,1588319934.55,-0.0915834481515
left,1588319934.56,-0.0983851529504
right,1588319934.56,-0.0904334252144
left,1588319934.57,-0.0972199760545
right,1588319934.57,-0.0893163935155
left,1588319934.58,-0.0960839158763
right,1588319934.58,-0.0882310907983
left,1588319934.59,-0.0949760382669
right,1588319934.59,-0.0871763068909
left,1588319934.6,-0.0938954449579
right,1588319934.6,-0.0861508835422
left,1588319934.61,-0.0928412752449
right,1588319934.61,-0.0851537101219
left,1588319934.62,-0.0918127007208
right,1588319934.62,-0.0841837309129
left,1588319934.63,-0.0908089248606
right,1588319934.63,-0.0832399376182
left,1588319934.64,-0.0898291830701
right,1588319934.64,-0.082321366228
left,1588319934.65,-0.0888727415179
right,1588319934.65,-0.0814270971185
left,1588319934.66,-0.0879388966252
right,1588319934.66,-0.0805562537017
left,1588319934.67,-0.0870269720921
right,1588319934.67,-0.0797079998853
left,1588319934.68,-0.0861363202168
right,1588319934.68,-0.0788815336349
left,1588319934.69,-0.0852663170577
right,1588319934.69,-0.0780760941192
right,1588319934.7,-0.0772909561318
left,1588319934.7,-0.0844163646489
right,1588319934.71,-0.0765254292237
left,1588319934.71,-0.0835858876164
left,1588319934.72,-0.0827743332392
right,1588319934.72,-0.0757788530995
right,1588319934.73,-0.0750505983305
left,1588319934.73,-0.0819811701919
left,1588319934.74,-0.0812058903353
right,1588319934.74,-0.0743400623075
right,1588319934.75,-0.0736466714661
left,1588319934.75,-0.0804480025137
right,1588319934.76,-0.0729698787132
left,1588319934.76,-0.0797070340508
right,1588319934.77,-0.0723091617107
left,1588319934.77,-0.0789825303921
right,1588319934.78,-0.071664021186
left,1588319934.78,-0.0782740543964
left,1588319934.79,-0.0775811840082
right,1588319934.79,-0.0710339817569
left,1588319934.8,-0.0769035125622
right,1588319934.8,-0.0704185872759
right,1588319934.81,-0.0698173989967
left,1588319934.81,-0.0762406505872
right,1588319934.82,-0.0692299984443
left,1588319934.82,-0.0755922198497
right,1588319934.83,-0.0686559876945
left,1588319934.83,-0.0749578550972
right,1588319934.84,-0.0680949837263
left,1588319934.84,-0.0743372040638
right,1588319934.85,-0.0675466192851
left,1588319934.85,-0.0737299268925
right,1588319934.86,-0.0670105420739
left,1588319934.86,-0.073135694805
right,1588319934.87,-0.0664864148634
left,1588319934.87,-0.0725541897238
right,1588319934.88,-0.0659739107908
left,1588319934.88,-0.0719851057248
right,1588319934.89,-0.0654727174351
left,1588319934.89,-0.0714281445319
right,1588319934.9,-0.0649825355897
left,1588319934.9,-0.0708830174302
right,1588319934.91,-0.064503077601
left,1588319934.91,-0.0703494447208
left,1588319934.92,-0.0698271557401
right,1588319934.92,-0.0640340657353
right,1588319934.94,-0.0635752311496
left,1588319934.94,-0.0693158879461
right,1588319934.94,-0.0631263148556
left,1588319934.94,-0.0688153880548
left,1588319934.95,-0.068325408022
right,1588319934.95,-0.0626870682093
right,1588319934.96,-0.0622572508999
left,1588319934.96,-0.067845707764
right,1588319934.97,-0.0618366298866
left,1588319934.97,-0.0673760537992
right,1588319934.98,-0.06142498246
left,1588319934.98,-0.0669162187709
right,1588319934.99,-0.0610220923126
left,1588319934.99,-0.0664659821632
right,1588319935.0,-0.0606277471058
left,1588319935.0,-0.0660251311733
right,1588319935.01,-0.0602417426204
left,1588319935.01,-0.0655934575634
right,1588319935.02,-0.0598638838743
left,1588319935.02,-0.0651707569797
left,1588319935.03,-0.064756832109
right,1588319935.03,-0.0594939803877
right,1588319935.04,-0.0591318457596
left,1588319935.04,-0.0643514903528
right,1588319935.05,-0.0587773014577
left,1588319935.05,-0.0639545433598
right,1588319935.06,-0.0584301738788
left,1588319935.06,-0.0635658086929
right,1588319935.07,-0.0580902913251
left,1588319935.07,-0.0631851106016
right,1588319935.08,-0.0577574893802
left,1588319935.08,-0.0628122737916
left,1588319935.09,-0.0624471279363
right,1588319935.09,-0.0574316099127
right,1588319935.1,-0.0571124982266
left,1588319935.1,-0.0620895081509
right,1588319935.11,-0.0568000018875
left,1588319935.11,-0.0617392530685
right,1588319935.12,-0.0564939731002
left,1588319935.12,-0.0613962045938
right,1588319935.14,-0.0561942687147
left,1588319935.14,-0.0610602109019
left,1588319935.14,-0.0607311219704
right,1588319935.14,-0.0559007497952
right,1588319935.15,-0.0556132796585
left,1588319935.15,-0.0604087900051
right,1588319935.16,-0.0553317266109
left,1588319935.16,-0.0600930710204
right,1588319935.17,-0.055055962789
left,1588319935.17,-0.0597838253524
left,1588319935.18,-0.0594809170479
right,1588319935.18,-0.0547858603367
left,1588319935.19,-0.0591842131541
right,1588319935.19,-0.0545212943824
right,1588319935.2,-0.0542621475833
left,1588319935.2,-0.0588935826938
left,1588319935.21,-0.0586088976927
right,1588319935.21,-0.0540083035543
right,1588319935.22,-0.0537596472886
left,1588319935.22,-0.0583300328346
right,1588319935.23,-0.053516066817
left,1588319935.24,-0.058056865015
right,1588319935.24,-0.053277452822
left,1588319935.24,-0.0577892760398
right,1588319935.25,-0.053043698328
left,1588319935.25,-0.0575271502087
left,1588319935.26,-0.0572703729412
right,1588319935.26,-0.052814699567
right,1588319935.27,-0.0525903554966
left,1588319935.27,-0.0570188310557
right,1588319935.28,-0.0523705673515
left,1588319935.28,-0.0567724150339
right,1588319935.29,-0.0521552372984
left,1588319935.29,-0.0565310176567
right,1588319935.3,-0.0519442678105
left,1588319935.3,-0.0562945352808
right,1588319935.31,-0.0517375664958
left,1588319935.31,-0.0560628650389
right,1588319935.32,-0.0515350436386
left,1588319935.32,-0.05583590694
right,1588319935.33,-0.0513366106404
left,1588319935.33,-0.0556135618308
left,1588319935.34,-0.0553957327462
right,1588319935.34,-0.0511421802369
left,1588319935.35,-0.0551823255318
right,1588319935.35,-0.0509516644425
left,1588319935.36,-0.0549732485284
right,1588319935.36,-0.0507649795395
left,1588319935.37,-0.0547684118116
right,1588319935.37,-0.0505820449797
right,1588319935.38,-0.0504027817336
left,1588319935.38,-0.0545677271492
left,1588319935.39,-0.0543711057678
right,1588319935.39,-0.0502271098597
right,1588319935.4,-0.0500549516742
left,1588319935.4,-0.0541784622413
left,1588319935.41,-0.0539897150931
right,1588319935.41,-0.0498862313844
left,1588319935.42,-0.0538047830997
right,1588319935.42,-0.0497208763479
left,1588319935.43,-0.0536235852601
right,1588319935.43,-0.0495588121383
right,1588319935.44,-0.0493999681189
left,1588319935.44,-0.0534460426133
left,1588319935.45,-0.0532720786206
right,1588319935.45,-0.0492442767954
left,1588319935.46,-0.0531016194775
right,1588319935.46,-0.0490916688856
left,1588319935.47,-0.0529345901849
right,1588319935.47,-0.0489420747624
left,1588319935.48,-0.0527709169982
right,1588319935.48,-0.04879542751
left,1588319935.49,-0.0526105307939
right,1588319935.49,-0.048651666245
right,1588319935.5,-0.048510730301
left,1588319935.5,-0.052453363148
right,1588319935.51,-0.0483725535451
left,1588319935.51,-0.0522993453131
right,1588319935.52,-0.0482370714014
left,1588319935.52,-0.0521484079785
right,1588319935.53,-0.0481042264627
left,1588319935.54,-0.0520004863802
right,1588319935.54,-0.0479739650272
left,1588319935.54,-0.0518555187637
left,1588319935.55,-0.0517134422254
right,1588319935.55,-0.047846228955
left,1588319935.56,-0.0515741939116
right,1588319935.56,-0.0477209564024
left,1588319935.57,-0.0514377109203
right,1588319935.57,-0.0475980902129
right,1588319935.58,-0.0474775810048
left,1588319935.58,-0.0513039361279
left,1588319935.59,-0.0511728132583
right,1588319935.59,-0.0473593788808
right,1588319935.6,-0.0472434289237
left,1588319935.6,-0.0510442842369
right,1588319935.61,-0.0471296749897
left,1588319935.61,-0.0509182924085
left,1588319935.62,-0.0507947820531
right,1588319935.62,-0.047018066436
right,1588319935.63,-0.046908559058
left,1588319935.63,-0.0506737007511
right,1588319935.64,-0.0468011071092
left,1588319935.64,-0.0505549973995
right,1588319935.65,-0.0466956597703
left,1588319935.65,-0.0504386195986
left,1588319935.66,-0.0503245163029
right,1588319935.66,-0.0465921676552
left,1588319935.67,-0.0502126380252
right,1588319935.67,-0.0464905855704
left,1588319935.68,-0.0501029365566
right,1588319935.68,-0.0463908712702
right,1588319935.69,-0.0462929835724
left,1588319935.69,-0.0499953648966
right,1588319935.7,-0.0461968768753
left,1588319935.7,-0.0498898765456
right,1588319935.71,-0.0461025084347
left,1588319935.71,-0.0497864259057
right,1588319935.72,-0.0460098385882
left,1588319935.72,-0.0496849688614
right,1588319935.74,0.92327916746
left,1588319935.74,0.924025602282
right,1588319935.74,0.909768423795
left,1588319935.74,0.911368718492
right,1588319935.75,0.896090694336
left,1588319935.75,0.898433146174
right,1588319935.76,0.882522108771
left,1588319935.76,0.885581815151
right,1588319935.77,0.869074502353
left,1588319935.77,0.872841050627
right,1588319935.78,0.855744768581
left,1588319935.78,0.860211641355
right,1588319935.79,0.842528896646
left,1588319935.79,0.847688968651
right,1588319935.8,0.829423167063
left,1588319935.8,0.835267570271
right,1588319935.81,0.81642430644
left,1588319935.81,0.822942086297
right,1588319935.82,0.803529514699
left,1588319935.82,0.810707519972
left,1588319935.84,0.798559348435
right,1588319935.84,0.790736496713
left,1588319935.84,0.786493580502
right,1588319935.84,0.7780434988
right,1588319935.85,0.765449366138
left,1588319935.85,0.774506756687
right,1588319935.86,0.752953682684
left,1588319935.86,0.762595801649
right,1588319935.87,0.740557449809
left,1588319935.87,0.750757103771
right,1588319935.88,0.728254009347
left,1588319935.88,0.738982415408
right,1588319935.89,0.716043730102
left,1588319935.89,0.727273033315
right,1588319935.9,0.703928327969
left,1588319935.9,0.715629295926
right,1588319935.91,0.691909213289
left,1588319935.91,0.704050967428
right,1588319935.92,0.67998812512
left,1588319935.92,0.69253879988
right,1588319935.93,0.668166646407
left,1588319935.93,0.681093702931
left,1588319935.94,0.669716883896
right,1588319935.94,0.656446649665
right,1588319935.95,0.644830229502
left,1588319935.95,0.658409870862
right,1588319935.96,0.633319640024
left,1588319935.96,0.647174476193
right,1588319935.97,0.621917240266
left,1588319935.97,0.636012750691
right,1588319935.98,0.610625444876
left,1588319935.98,0.624926934256
left,1588319935.99,0.613919406152
right,1588319935.99,0.599446679299
right,1588319936.0,0.588383339344
left,1588319936.0,0.602992636834
left,1588319936.01,0.592149142618
right,1588319936.01,0.577437755225
right,1588319936.02,0.566618497906
left,1588319936.02,0.581396648128
left,1588319936.03,0.570778836302
right,1588319936.03,0.555951858665
left,1588319936.04,0.560300346204
right,1588319936.04,0.545444332133
left,1588319936.05,0.549969428382
right,1588319936.05,0.535098869245
right,1588319936.06,0.524915665069
left,1588319936.06,0.539781823383
left,1588319936.08,0.529740399097
right,1588319936.08,0.514892393066
right,1588319936.08,0.505039142239
left,1588319936.08,0.519853590949
right,1588319936.09,0.495346536089
left,1588319936.09,0.510124548192
right,1588319936.1,0.485846471432
left,1588319936.1,0.500587655925
right,1588319936.11,0.476531929651
left,1588319936.11,0.491238776501
right,1588319936.12,0.467401021585
left,1588319936.12,0.482075169206
right,1588319936.13,0.458448449399
left,1588319936.13,0.473090223733
right,1588319936.14,0.449670698129
left,1588319936.14,0.464279686862
right,1588319936.15,0.441064626789
left,1588319936.15,0.455639903412
right,1588319936.16,0.432627207156
left,1588319936.16,0.447167426958
right,1588319936.17,0.424355504049
left,1588319936.17,0.438858990699
right,1588319936.18,0.416246702543
left,1588319936.18,0.430711513916
left,1588319936.19,0.422722068764
right,1588319936.19,0.40829808263
right,1588319936.21,0.400506893016
left,1588319936.21,0.414887762716
right,1588319936.21,0.392870410253
left,1588319936.21,0.407205754247
left,1588319936.22,0.399673278647
right,1588319936.22,0.385385948086
left,1588319936.23,0.392287662434
right,1588319936.23,0.378050893945
left,1588319936.24,0.385046292676
right,1588319936.24,0.370862660653
left,1588319936.25,0.377946576875
right,1588319936.25,0.363818660464
left,1588319936.26,0.370985965833
right,1588319936.26,0.356916331186
left,1588319936.27,0.364161977932
right,1588319936.27,0.350153178462
right,1588319936.28,0.343526723579
left,1588319936.28,0.357472174027
right,1588319936.29,0.337034493167
left,1588319936.29,0.350914127254
right,1588319936.31,0.330674035878
left,1588319936.31,0.344485438194
right,1588319936.31,0.324442947501
left,1588319936.31,0.338183768487
left,1588319936.32,0.332006834984
right,1588319936.32,0.318338888104
right,1588319936.33,0.312359509316
left,1588319936.33,0.325952368513
right,1588319936.34,0.306502486217
left,1588319936.34,0.32001811784
left,1588319936.35,0.314201871952
right,1588319936.35,0.300765530922
left,1588319936.36,0.308501473217
right,1588319936.36,0.295146400555
left,1588319936.37,0.302914805537
right,1588319936.37,0.289642905203
left,1588319936.38,0.297440315073
right,1588319936.38,0.28425285707
left,1588319936.39,0.292073150301
right,1588319936.39,0.278971799175
right,1588319936.4,0.273799672861
left,1588319936.4,0.286813379868
right,1588319936.41,0.268732675517
left,1588319936.41,0.281658012213
left,1588319936.42,0.276604962391
right,1588319936.42,0.263766746911
right,1588319936.43,0.258908020479
left,1588319936.43,0.271652576123
right,1588319936.44,0.25414229309
left,1588319936.44,0.266798689507
right,1588319936.45,0.249476460921
left,1588319936.45,0.262041040337
right,1588319936.46,0.244908475556
left,1588319936.46,0.257377656971
right,1588319936.47,0.240431284132
left,1588319936.47,0.252807289589
left,1588319936.48,0.248327663305
right,1588319936.48,0.236045184981
right,1588319936.49,0.231748024528
left,1588319936.49,0.243936693776
right,1588319936.51,0.227540334001
left,1588319936.51,0.239635219915
right,1588319936.51,0.223414408728
left,1588319936.51,0.235416106162
right,1588319936.52,0.219377317655
left,1588319936.53,0.231282806978
right,1588319936.53,0.21542150508
left,1588319936.53,0.227231792757
right,1588319936.54,0.21154335699
left,1588319936.54,0.223260711487
left,1588319936.55,0.21936668316
right,1588319936.56,0.207744995771
left,1588319936.56,0.215551271237
right,1588319936.56,0.204025243028
left,1588319936.57,0.211812738083
right,1588319936.57,0.200380718469
left,1588319936.58,0.20814822591
right,1588319936.58,0.19681147539
right,1588319936.59,0.193315637086
left,1588319936.6,0.204558438824
right,1588319936.6,0.189891061924
left,1588319936.6,0.201039431849
left,1588319936.61,0.197590733628
right,1588319936.61,0.18653693918
left,1588319936.62,0.194211222954
right,1588319936.62,0.183252062258
right,1588319936.63,0.180035392197
left,1588319936.63,0.190899910576
right,1588319936.64,0.176884468591
left,1588319936.64,0.187654949896
left,1588319936.65,0.184476127427
right,1588319936.65,0.17380086106
right,1588319936.66,0.170780268551
left,1588319936.67,0.181360865247
right,1588319936.67,0.167822566132
left,1588319936.68,0.178308675968
left,1588319936.68,0.175318395192
right,1588319936.68,0.164926370424
right,1588319936.69,0.162092862515
left,1588319936.7,0.172387422206
right,1588319936.7,0.159320510507
left,1588319936.71,0.169520473127
left,1588319936.71,0.1667109329
right,1588319936.71,0.156610214764
right,1588319936.72,0.153952369269
left,1588319936.73,0.163958567942
left,1588319936.73,0.161262671409
