wheel,timestamp,error
left,1588319925.23,-0.0578858049871
right,1588319925.23,-0.0534094591599
right,1588319925.24,-0.0531726150776
left,1588319925.24,-0.057621469054
left,1588319925.25,-0.0573625341142
right,1588319925.25,-0.0529406005695
right,1588319925.26,-0.0527133124462
left,1588319925.26,-0.0571088862491
left,1588319925.27,-0.0568604137586
right,1588319925.27,-0.052490650486
left,1588319925.28,-0.056617008368
right,1588319925.28,-0.0522725156997
right,1588319925.29,-0.0520588093333
left,1588319925.29,-0.0563785644241
right,1588319925.3,-0.0518494355975
left,1588319925.3,-0.0561449787036
right,1588319925.31,-0.0516443030161
left,1588319925.31,-0.0559161497211
right,1588319925.32,-0.0514433219689
left,1588319925.32,-0.0556919781319
right,1588319925.33,-0.0512464038575
left,1588319925.33,-0.0554723656606
right,1588319925.34,-0.0510534608521
left,1588319925.34,-0.055257216141
right,1588319925.35,-0.0508644057386
left,1588319925.35,-0.0550464372271
right,1588319925.36,-0.0506791562296
left,1588319925.36,-0.0548399380236
right,1588319925.37,-0.05049763226
left,1588319925.37,-0.0546376295825
right,1588319925.38,-0.0503197534267
left,1588319925.38,-0.0544394233668
right,1588319925.39,-0.0501454409673
