wheel,timestamp,state
 right,1588320643.8,0.404929556588
right,1588320643.81,0.406253546209
 left,1588320643.81,0.399052344955
right,1588320643.82,0.40755024097
 left,1588320643.82,0.400430541835
right,1588320643.83,0.408817910688
left,1588320643.83,0.401780678959
right,1588320643.84,0.41005444372
left,1588320643.84,0.403098628033
left,1588320643.85,0.404388971748
right,1588320643.85,0.411263433977
left,1588320643.86,0.405651993221
right,1588320643.86,0.412445280662
left,1588320643.87,0.40688858072
right,1588320643.87,0.413600997288
left,1588320643.88,0.408099560041
right,1588320643.88,0.414730276532
right,1588320643.89,0.415834096264
 left,1588320643.89,0.409285060144
right,1588320643.9,0.416912106063
left,1588320643.9,0.410444650664
right,1588320643.91,0.417967500148
left,1588320643.91,0.411581389705
right,1588320643.92,0.418998657246
left,1588320643.92,0.412694074859
left,1588320643.93,0.413783780279
right,1588320643.93,0.420006871869
left,1588320643.94,0.41485026041
right,1588320643.94,0.420992733462
left,1588320643.95,0.415895251657
 right,1588320643.95,0.421956332237
left,1588320643.96,0.416919018319
right,1588320643.96,0.422898288282
left,1588320643.97,0.417922577118
right,1588320643.97,0.423819713716
right,1588320643.98,0.424721786806
 left,1588320643.98,0.418907470382
right,1588320643.99,0.425604293454
left,1588320643.99,0.419872649363
right,1588320644.0,0.426467917164
left,1588320644.0,0.420818707909
right,1588320644.01,0.427313060929
left,1588320644.01,0.421746448285
right,1588320644.02,0.42813995621
left,1588320644.02,0.422655686461
right,1588320644.03,0.428949337768
left,1588320644.03,0.423547662459
right,1588320644.04,0.42974117511
left,1588320644.04,0.424422019813
right,1588320644.05,0.430516162142
left,1588320644.05,0.425279697748
right,1588320644.06,0.431274320372
left,1588320644.06,0.426120581693
right,1588320644.07,0.43201610334
 left,1588320644.07,0.426945121514
right,1588320644.08,0.432741898334
 left,1588320644.08,0.427753782025
right,1588320644.09,0.433452080194
left,1588320644.09,0.428547000849
left,1588320644.1,0.429325210039
 right,1588320644.1,0.434147017648
left,1588320644.11,0.430088840443
right,1588320644.11,0.434827074702
right,1588320644.12,0.435492610776
left,1588320644.12,0.430838322348
left,1588320644.13,0.431574045481
right,1588320644.13,0.43614396998
left,1588320644.14,0.43228665737
right,1588320644.14,0.436776278979
right,1588320644.15,0.437387454076
left,1588320644.15,0.432971052896
right,1588320644.16,0.437978609471
left,1588320644.16,0.433628754148
right,1588320644.17,0.438550695625
 left,1588320644.17,0.434261227455
left,1588320644.18,0.434869870344
right,1588320644.18,0.439104607111
right,1588320644.19,0.439641198323
left,1588320644.19,0.43545598435
right,1588320644.2,0.440161265666
left,1588320644.2,0.436020795633
right,1588320644.21,0.440665568061
left,1588320644.21,0.436565444946
left,1588320644.22,0.437091007097
right,1588320644.22,0.441154811878
left,1588320644.23,0.437598482615
right,1588320644.23,0.441629667143
left,1588320644.24,0.43808880948
right,1588320644.24,0.442090762345
right,1588320644.25,0.442538685584
left,1588320644.25,0.438562867127
right,1588320644.26,0.44297399771
left,1588320644.26,0.439021471088
right,1588320644.27,0.443397215303
left,1588320644.27,0.439465394898
right,1588320644.28,0.443808837589
left,1588320644.28,0.439895347683
left,1588320644.29,0.440312009041
right,1588320644.29,0.444209323466
left,1588320644.3,0.440716001061
right,1588320644.3,0.444599111453
left,1588320644.31,0.441107912223
right,1588320644.31,0.444978615825
left,1588320644.32,0.44148829683
right,1588320644.32,0.445348218618
left,1588320644.33,0.441857660178
right,1588320644.33,0.445708292453
left,1588320644.34,0.442216493873
right,1588320644.34,0.446059178893
right,1588320644.35,0.446401202846
left,1588320644.35,0.442565242919
left,1588320644.36,0.44290432768
right,1588320644.36,0.446734679729
right,1588320644.37,0.447059894838
left,1588320644.37,0.443234154157
right,1588320644.38,0.447377126223
left,1588320644.38,0.443555084627
right,1588320644.39,0.447686639467
left,1588320644.39,0.443867473387
right,1588320644.4,0.447988677315
left,1588320644.4,0.444171652064
right,1588320644.41,0.448283477259
left,1588320644.41,0.444467920207
right,1588320644.42,0.44857126601
 left,1588320644.42,0.444756574881
right,1588320644.43,0.448852251992
left,1588320644.43,0.445037889815
right,1588320644.44,0.449126638702
left,1588320644.44,0.44531211471
right,1588320644.45,0.449394622491
 left,1588320644.45,0.445579499484
left,1588320644.46,0.4458402742
 right,1588320644.46,0.449656383563
right,1588320644.47,0.449912096606
left,1588320644.47,0.446094648935
right,1588320644.48,0.45016193264
left,1588320644.48,0.44634283308
left,1588320644.49,0.446585022547
right,1588320644.49,0.450406049655
right,1588320644.5,0.450644599567
left,1588320644.5,0.446821395154
right,1588320644.51,0.450877730602
left,1588320644.51,0.447052127014
left,1588320644.52,0.447277385708
 right,1588320644.52,0.451105583941
right,1588320644.53,0.451328293312
 left,1588320644.53,0.44749732478
left,1588320644.54,0.447712092647
right,1588320644.54,0.45154598928
left,1588320644.55,0.447921838156
right,1588320644.55,0.451758793852
left,1588320644.56,0.448126690348
right,1588320644.56,0.451966828495
left,1588320644.57,0.448326776626
right,1588320644.57,0.452170208597
left,1588320644.58,0.44852222677
right,1588320644.58,0.452369045917
left,1588320644.59,0.448713158487
right,1588320644.59,0.452563441842
right,1588320644.6,0.452753503773
 left,1588320644.6,0.448899674911
left,1588320644.61,0.449081884458
right,1588320644.61,0.452939333443
left,1588320644.62,0.449259902639
 right,1588320644.62,0.453121026882
right,1588320644.63,0.453298667831
left,1588320644.63,0.449433825746
left,1588320644.64,0.449603734999
right,1588320644.64,0.453472351674
right,1588320644.65,0.453642169288
 left,1588320644.65,0.4497697237
right,1588320644.66,0.453808207087
 left,1588320644.66,0.449931893403
right,1588320644.67,0.453970535056
 left,1588320644.67,0.450090330126
left,1588320644.68,0.45024509671
right,1588320644.68,0.454129232018
right,1588320644.69,0.454284382608
left,1588320644.69,0.450396267744
right,1588320644.7,0.454436067939
left,1588320644.7,0.450543930032
right,1588320644.71,0.454584351419
left,1588320644.71,0.450688170502
right,1588320644.72,0.454729293906
left,1588320644.72,0.450829047241
right,1588320644.73,0.454870966013
 left,1588320644.73,0.450966611622
right,1588320644.74,0.455009445208
left,1588320644.74,0.451100929803
right,1588320644.75,0.455144799428
left,1588320644.75,0.451232084668
right,1588320644.76,0.455277080609
left,1588320644.76,0.451360141009
right,1588320644.77,0.455406342853
left,1588320644.77,0.451485145855
left,1588320644.78,0.451607144087
right,1588320644.78,0.455532643776
right,1588320644.79,0.455656055901
left,1588320644.79,0.451726187134
right,1588320644.8,0.455776638719
left,1588320644.8,0.451842349338
right,1588320644.81,0.455894436838
left,1588320644.81,0.451955687429
left,1588320644.82,0.452066242861
right,1588320644.82,0.456009498423
left,1588320644.83,0.45217405674
right,1588320644.83,0.456121871704
right,1588320644.84,0.456231610847
left,1588320644.84,0.452279169314
left,1588320644.85,0.452381629119
 right,1588320644.85,0.456338780956
right,1588320644.86,0.456443419246
 left,1588320644.86,0.452481495214
left,1588320644.87,0.452578807301
right,1588320644.87,0.456545568772
right,1588320644.88,0.456645273124
left,1588320644.88,0.452673603333
right,1588320644.89,0.456742576281
left,1588320644.89,0.452765922144
right,1588320644.9,0.456837524018
 left,1588320644.9,0.452855802786
right,1588320644.91,0.456930165665
left,1588320644.91,0.452943277133
right,1588320644.92,0.457020533553
left,1588320644.92,0.453028387856
right,1588320644.93,0.457108667944
left,1588320644.93,0.453111172423
right,1588320644.94,0.457194609541
 left,1588320644.94,0.453191667334
right,1588320644.95,0.457278399296
 left,1588320644.95,0.453269910377
right,1588320644.96,0.457360078288
left,1588320644.96,0.453345940854
right,1588320644.97,0.457439682489
left,1588320644.97,0.453419788573
left,1588320644.98,0.453491474493
right,1588320644.98,0.457517237739
right,1588320644.99,0.457592783932
 left,1588320644.99,0.453561030614
left,1588320645.0,0.427466696854
right,1588320645.0,0.436322448812
left,1588320645.01,0.415042918648
right,1588320645.01,0.423454709802
left,1588320645.02,0.401045453693
right,1588320645.02,0.409919329311
left,1588320645.03,0.38714359306
right,1588320645.03,0.396409708645
left,1588320645.04,0.373365664952
right,1588320645.04,0.383002800886
left,1588320645.05,0.359707945373
right,1588320645.05,0.369707710765
left,1588320645.06,0.346165397865
right,1588320645.06,0.356521488287
left,1588320645.07,0.332733796112
right,1588320645.07,0.343439071163
left,1588320645.08,0.319409722425
right,1588320645.08,0.330455272873
left,1588320645.09,0.306190436616
right,1588320645.09,0.317565258117
left,1588320645.1,0.293073803564
right,1588320645.1,0.304764692481
left,1588320645.11,0.280058256877
right,1588320645.11,0.292049824515
left,1588320645.12,0.267142779045
right,1588320645.12,0.27941752287
left,1588320645.13,0.254326881972
right,1588320645.13,0.266865271587
right,1588320645.14,0.254391187345
left,1588320645.14,0.241610568117
right,1588320645.15,0.241993985325
left,1588320645.15,0.228994311339
right,1588320645.16,0.229672966105
left,1588320645.16,0.216479002368
left,1588320645.17,0.204065915762
right,1588320645.17,0.217427962958
left,1588320645.18,0.191756649882
right,1588320645.18,0.205259311339
left,1588320645.19,0.179553077199
right,1588320645.19,0.193167789803
left,1588320645.2,0.167457284725
right,1588320645.2,0.181154561241
left,1588320645.21,0.155471510212
right,1588320645.21,0.169221115125
left,1588320645.22,0.143598076549
right,1588320645.22,0.157369198009
left,1588320645.23,0.131839306273
right,1588320645.23,0.145600734653
left,1588320645.24,0.120197397562
right,1588320645.24,0.133917714824
left,1588320645.25,0.108674145047
right,1588320645.25,0.122321982541
right,1588320645.26,0.11081486137
left,1588320645.26,0.0972709710836
right,1588320645.27,0.0994371154333
left,1588320645.27,0.0860294552818
right,1588320645.28,0.0882563717274
left,1588320645.28,0.0750079002377
right,1588320645.29,0.0772791693529
left,1588320645.29,0.0642073737579
right,1588320645.3,0.066496023228
left,1588320645.3,0.053619509615
right,1588320645.31,0.0558985700911
left,1588320645.31,0.0432362495702
right,1588320645.32,0.0454866371805
left,1588320645.32,0.0330533225364
right,1588320645.33,0.0352532024869
left,1588320645.33,0.0230674826009
right,1588320645.34,0.025193244018
left,1588320645.34,0.0132708348461
right,1588320645.35,0.015302438744
left,1588320645.35,0.00366071143755
right,1588320645.36,0.00557869343916
 left,1588320645.36,-0.00576960902307
right,1588320645.37,-0.00398069712984
left,1588320645.37,-0.0150204846068
left,1588320645.38,-0.0240941101182
right,1588320645.38,-0.0133746299477
right,1588320645.39,-0.0226006809127
left,1588320645.39,-0.0329929807682
right,1588320645.4,-0.0316645140541
left,1588320645.4,-0.0417192789121
right,1588320645.41,-0.0405702729203
 left,1588320645.41,-0.0502798450239
right,1588320645.42,-0.0493158299547
left,1588320645.42,-0.0586731287847
right,1588320645.43,-0.0578960325985
left,1588320645.43,-0.0669000340722
right,1588320645.44,-0.066336491365
left,1588320645.44,-0.0749724332286
right,1588320645.45,-0.0746162671986
left,1588320645.45,-0.0828843946891
right,1588320645.46,-0.0827421196789
left,1588320645.46,-0.0906404974277
right,1588320645.47,-0.0907160372771
left,1588320645.47,-0.098242172999
right,1588320645.48,-0.0985514459196
left,1588320645.48,-0.105697891889
right,1588320645.49,-0.106242279126
left,1588320645.49,-0.113007192602
right,1588320645.5,-0.113785669802
left,1588320645.5,-0.120170527647
right,1588320645.51,-0.121185740663
left,1588320645.51,-0.127191334319
right,1588320645.52,-0.128445239676
left,1588320645.52,-0.134072313304
left,1588320645.53,-0.140816007612
right,1588320645.53,-0.13556635788
left,1588320645.54,-0.147424932135
right,1588320645.54,-0.142551211921
left,1588320645.55,-0.1539011784
right,1588320645.55,-0.149402675179
left,1588320645.56,-0.160244466104
right,1588320645.56,-0.156114884434
left,1588320645.57,-0.166466241595
right,1588320645.57,-0.162712950264
left,1588320645.58,-0.172564723856
right,1588320645.58,-0.16919013213
left,1588320645.59,-0.1785402633
 right,1588320645.59,-0.175537108141
right,1588320645.6,-0.181763718825
left,1588320645.6,-0.184396402775
right,1588320645.61,-0.187870646414
left,1588320645.61,-0.190135493165
right,1588320645.62,-0.193855853793
left,1588320645.62,-0.195757892659
right,1588320645.63,-0.199725283414
left,1588320645.63,-0.201267906751
right,1588320645.64,-0.205476747359
left,1588320645.64,-0.206665185694
right,1588320645.65,-0.211115672345
left,1588320645.65,-0.211954425707
left,1588320645.66,-0.217135327217
 right,1588320645.66,-0.216640824757
left,1588320645.67,-0.222211897043
right,1588320645.67,-0.222057463903
right,1588320645.68,-0.227364032142
 left,1588320645.68,-0.227184202646
right,1588320645.69,-0.232564362929
left,1588320645.69,-0.232055926939
left,1588320645.7,-0.236828112124
 right,1588320645.7,-0.237660209655
left,1588320645.71,-0.241503670906
 right,1588320645.71,-0.242655503918
right,1588320645.72,-0.247544606859
left,1588320645.72,-0.246082557359
right,1588320645.73,-0.252336317615
left,1588320645.73,-0.250568419075
right,1588320645.74,-0.257031587916
left,1588320645.74,-0.254962781619
left,1588320645.75,-0.259267398281
right,1588320645.75,-0.261631614146
right,1588320645.76,-0.26613878196
left,1588320645.76,-0.263484183914
right,1588320645.77,-0.270550973084
left,1588320645.77,-0.267614008794
left,1588320645.78,-0.271659733825
right,1588320645.78,-0.274874764187
left,1588320645.79,-0.275622437384
right,1588320645.79,-0.279108925849
right,1588320645.8,-0.283258142716
left,1588320645.8,-0.27950450538
right,1588320645.81,-0.287322791504
left,1588320645.81,-0.283307111578
right,1588320645.82,-0.291304638128
left,1588320645.82,-0.287031998172
right,1588320645.83,-0.295201679568
left,1588320645.83,-0.290680029426
right,1588320645.84,-0.299017433652
left,1588320645.84,-0.294252929436
left,1588320645.85,-0.297753428756
right,1588320645.85,-0.302755631918
right,1588320645.86,-0.306417811326
left,1588320645.86,-0.301182122961
left,1588320645.87,-0.30454119587
right,1588320645.87,-0.310005287607
left,1588320645.88,-0.307831547003
right,1588320645.88,-0.313519281199
left,1588320645.89,-0.311054800087
right,1588320645.89,-0.316961427544
left,1588320645.9,-0.314211900739
right,1588320645.9,-0.320331684312
left,1588320645.91,-0.317303799917
right,1588320645.91,-0.323629857821
left,1588320645.92,-0.320332421457
right,1588320645.92,-0.326858795696
left,1588320645.93,-0.323299092968
right,1588320645.93,-0.330020421414
left,1588320645.94,-0.326204869566
right,1588320645.94,-0.333115642431
left,1588320645.95,-0.329050923756
right,1588320645.95,-0.336145487505
left,1588320645.96,-0.331838420529
right,1588320645.96,-0.339111070111
left,1588320645.97,-0.334568499066
right,1588320645.97,-0.342013419532
left,1588320645.98,-0.337242254443
right,1588320645.98,-0.344853469594
left,1588320645.99,-0.339860835143
right,1588320645.99,-0.347632335867
left,1588320646.0,-0.342426999276
right,1588320646.0,-0.350356221608
right,1588320646.01,-0.353008295921
left,1588320646.01,-0.344935133657
right,1588320646.02,-0.355599467047
left,1588320646.02,-0.347390871389
right,1588320646.03,-0.358136473648
left,1588320646.03,-0.349796899788
right,1588320646.04,-0.360619608009
left,1588320646.04,-0.352153853825
right,1588320646.05,-0.363045052005
left,1588320646.05,-0.35446137873
right,1588320646.06,-0.365416676027
left,1588320646.06,-0.356721643604
right,1588320646.07,-0.367735930527
left,1588320646.07,-0.358935519048
right,1588320646.08,-0.370003527657
left,1588320646.08,-0.361103833633
right,1588320646.09,-0.372220383099
left,1588320646.09,-0.36322753431
left,1588320646.1,-0.36530814419
right,1588320646.1,-0.37439001439
left,1588320646.11,-0.367341786436
right,1588320646.11,-0.376500800921
left,1588320646.12,-0.369334963855
right,1588320646.12,-0.378565743111
left,1588320646.13,-0.37128814555
right,1588320646.13,-0.380585237199
left,1588320646.14,-0.373201656768
right,1588320646.14,-0.382557971399
right,1588320646.15,-0.384485876642
left,1588320646.15,-0.375076964853
right,1588320646.16,-0.386370993032
left,1588320646.16,-0.376915088985
right,1588320646.17,-0.388214021591
left,1588320646.17,-0.378716801318
right,1588320646.18,-0.390013524343
left,1588320646.18,-0.380477310351
right,1588320646.19,-0.391754094574
left,1588320646.19,-0.382192212204
right,1588320646.2,-0.393444063857
left,1588320646.2,-0.383864286441
right,1588320646.21,-0.395084842637
left,1588320646.21,-0.385492674493
right,1588320646.22,-0.396672859382
left,1588320646.22,-0.387080043987
right,1588320646.23,-0.39821446274
left,1588320646.23,-0.388625651761
right,1588320646.24,-0.399706994842
left,1588320646.24,-0.39013112654
right,1588320646.25,-0.401153098694
left,1588320646.25,-0.391599975098
right,1588320646.26,-0.40255698093
left,1588320646.26,-0.393030462706
right,1588320646.27,-0.403916859644
left,1588320646.27,-0.394424840829
left,1588320646.28,-0.395785192146
right,1588320646.28,-0.405237842061
right,1588320646.29,-0.406516957192
left,1588320646.29,-0.397110035581
right,1588320646.3,-0.407759023492
left,1588320646.3,-0.398403263306
right,1588320646.31,-0.40896311139
left,1588320646.31,-0.399663535481
right,1588320646.32,-0.410133198811
left,1588320646.32,-0.400891730309
left,1588320646.33,-0.402087325592
right,1588320646.33,-0.411266962752
left,1588320646.34,-0.403251437724
right,1588320646.34,-0.412365633104
left,1588320646.35,-0.404385178485
right,1588320646.35,-0.41343071502
left,1588320646.36,-0.405489622091
right,1588320646.36,-0.414463659142
left,1588320646.37,-0.406565795756
right,1588320646.37,-0.415465849506
left,1588320646.38,-0.407614683736
right,1588320646.38,-0.416438594699
left,1588320646.39,-0.408637225779
right,1588320646.39,-0.417383134865
left,1588320646.4,-0.40963432012
 right,1588320646.4,-0.418300647885
left,1588320646.41,-0.410606824034
right,1588320646.41,-0.419192251027
left,1588320646.42,-0.411555555635
right,1588320646.42,-0.420059002524
right,1588320646.43,-0.42090190713
 left,1588320646.43,-0.412481293111
left,1588320646.44,-0.413384782396
 right,1588320646.44,-0.421721916256
left,1588320646.45,-0.414266735348
right,1588320646.45,-0.422519930155
right,1588320646.46,-0.423296801334
left,1588320646.46,-0.415127831286
right,1588320646.47,-0.424053336454
left,1588320646.47,-0.415968718833
right,1588320646.48,-0.424790300058
left,1588320646.48,-0.416790018615
right,1588320646.49,-0.425508418064
left,1588320646.49,-0.417592323386
right,1588320646.5,-0.426208380803
left,1588320646.5,-0.418376198065
right,1588320646.51,-0.426890838832
left,1588320646.51,-0.419142185141
right,1588320646.52,-0.42755640883
left,1588320646.52,-0.41989080416
right,1588320646.53,-0.428205676977
 left,1588320646.53,-0.420622552372
right,1588320646.54,-0.42883919953
left,1588320646.54,-0.421337905654
right,1588320646.55,-0.429457503647
left,1588320646.55,-0.422037320898
right,1588320646.56,-0.430061092619
left,1588320646.56,-0.422721234496
right,1588320646.57,-0.430650444674
left,1588320646.57,-0.423390067423
right,1588320646.58,-0.431226013601
left,1588320646.58,-0.424044223174
right,1588320646.59,-0.431788230102
left,1588320646.59,-0.424684090167
right,1588320646.6,-0.432337504861
left,1588320646.6,-0.425310042001
right,1588320646.61,-0.432874229852
left,1588320646.61,-0.425922437923
right,1588320646.62,-0.433398780169
left,1588320646.62,-0.426521623247
left,1588320646.63,-0.42710792992
right,1588320646.63,-0.433911513819
left,1588320646.64,-0.427681680585
right,1588320646.64,-0.434412771352
left,1588320646.65,-0.428243185243
right,1588320646.65,-0.434902878475
left,1588320646.66,-0.428792743122
right,1588320646.66,-0.435382148049
left,1588320646.67,-0.429330644141
right,1588320646.67,-0.435850877143
left,1588320646.68,-0.429857168289
right,1588320646.68,-0.436309351721
left,1588320646.69,-0.430372583642
right,1588320646.69,-0.436757848848
left,1588320646.7,-0.430877152747
right,1588320646.7,-0.43719663305
left,1588320646.71,-0.431371129999
right,1588320646.71,-0.437625955867
left,1588320646.72,-0.431854761037
right,1588320646.72,-0.438046060428
left,1588320646.73,-0.432328283764
right,1588320646.73,-0.438457182118
left,1588320646.74,-0.432791930034
right,1588320646.74,-0.438859546101
right,1588320646.75,-0.439253370007
 left,1588320646.75,-0.433245923334
left,1588320646.76,-0.433690479945
right,1588320646.76,-0.439638864669
right,1588320646.77,-0.440016233601
left,1588320646.77,-0.434125812452
right,1588320646.78,-0.440385671034
left,1588320646.78,-0.434552127284
right,1588320646.79,-0.440747365122
left,1588320646.79,-0.434969624341
right,1588320646.8,-0.441101499482
left,1588320646.8,-0.435378497766
right,1588320646.81,-0.441448252491
left,1588320646.81,-0.435778937153
right,1588320646.82,-0.441787795979
left,1588320646.82,-0.436171125243
right,1588320646.83,-0.442120294683
left,1588320646.83,-0.436555242028
right,1588320646.84,-0.442445911061
left,1588320646.84,-0.436931462615
right,1588320646.85,-0.442764801386
 left,1588320646.85,-0.437299958233
right,1588320646.86,-0.443077115859
left,1588320646.86,-0.437660895166
right,1588320646.87,-0.44338300274
left,1588320646.87,-0.43801443487
right,1588320646.88,-0.443682608462
left,1588320646.88,-0.438360733787
right,1588320646.89,-0.443976070669
left,1588320646.89,-0.438699947109
right,1588320646.9,-0.444263523329
 left,1588320646.9,-0.439032225739
right,1588320646.91,-0.444545099423
 left,1588320646.91,-0.439357716472
right,1588320646.92,-0.444820928328
left,1588320646.92,-0.439676563543
right,1588320646.93,-0.44509113421
left,1588320646.93,-0.439988907378
right,1588320646.94,-0.445355840528
left,1588320646.94,-0.440294882438
right,1588320646.95,-0.445615166148
left,1588320646.95,-0.440594622707
right,1588320646.96,-0.445869226851
 left,1588320646.96,-0.440888260494
left,1588320646.97,-0.441175923707
right,1588320646.97,-0.446118134031
left,1588320646.98,-0.44145773713
right,1588320646.98,-0.446361998555
left,1588320646.99,-0.441733822524
right,1588320646.99,-0.446600930528
left,1588320647.0,-0.442004298975
right,1588320647.0,-0.446835035536
left,1588320647.01,-0.442269282651
right,1588320647.01,-0.447064414435
right,1588320647.02,-0.447289167424
left,1588320647.02,-0.442528888539
left,1588320647.03,-0.442783229345
right,1588320647.03,-0.44750939343
left,1588320647.04,-0.443032415267
right,1588320647.04,-0.447725187924
left,1588320647.05,-0.443276551582
right,1588320647.05,-0.447936646361
left,1588320647.06,-0.443515742817
right,1588320647.06,-0.448143860512
right,1588320647.07,-0.44834691955
left,1588320647.07,-0.443750091586
left,1588320647.08,-0.443979699493
right,1588320647.08,-0.44854591044
left,1588320647.09,-0.444204665164
right,1588320647.09,-0.448740918818
right,1588320647.1,-0.44893203019
left,1588320647.1,-0.44442508459
right,1588320647.11,-0.449119328146
left,1588320647.11,-0.444641051261
right,1588320647.12,-0.44930289317
left,1588320647.12,-0.444852657993
right,1588320647.13,-0.449482802975
left,1588320647.13,-0.44505999474
right,1588320647.14,-0.449659133741
left,1588320647.14,-0.445263150514
right,1588320647.15,-0.44983196202
left,1588320647.15,-0.445462212978
right,1588320647.16,-0.450001365706
left,1588320647.16,-0.445657267053
right,1588320647.17,-0.450167416447
left,1588320647.17,-0.44584839572
right,1588320647.18,-0.450330183407
left,1588320647.18,-0.446035679612
right,1588320647.19,-0.450489736285
left,1588320647.19,-0.446219198622
right,1588320647.2,-0.450646145876
left,1588320647.2,-0.446399033684
right,1588320647.21,-0.450799480969
left,1588320647.21,-0.446575261134
left,1588320647.22,-0.446747954707
right,1588320647.22,-0.450949805079
left,1588320647.23,-0.446917187873
right,1588320647.23,-0.451097182183
right,1588320647.25,-0.451241678781
left,1588320647.25,-0.44708303467
right,1588320647.25,-0.451383357349
left,1588320647.25,-0.44724556712
right,1588320647.26,-0.451522276911
 left,1588320647.26,-0.447404852726
right,1588320647.27,-0.451658496253
left,1588320647.27,-0.44756095883
left,1588320647.28,-0.447713953655
right,1588320647.28,-0.451792076948
right,1588320647.29,-0.451923079775
left,1588320647.29,-0.447863905024
left,1588320647.3,-0.448010875938
right,1588320647.3,-0.452051558016
right,1588320647.31,-0.452177565012
left,1588320647.31,-0.448154926506
right,1588320647.32,-0.452301156437
left,1588320647.32,-0.448296119205
right,1588320647.33,-0.452422389619
left,1588320647.33,-0.448434517172
right,1588320647.34,-0.45254131853
left,1588320647.34,-0.448570181265
right,1588320647.35,-0.452657989561
left,1588320647.35,-0.448703167247
right,1588320647.36,-0.452772453057
left,1588320647.36,-0.448833530064
right,1588320647.37,-0.452884760647
left,1588320647.37,-0.448961326473
right,1588320647.38,-0.452994963347
left,1588320647.38,-0.449086613738
left,1588320647.39,-0.449209446819
 right,1588320647.39,-0.453103109728
right,1588320647.4,-0.453209242609
left,1588320647.4,-0.449329876696
right,1588320647.41,-0.45331340822
left,1588320647.41,-0.449447952884
right,1588320647.42,-0.453415652956
left,1588320647.42,-0.44956372682
right,1588320647.43,-0.453516021911
left,1588320647.43,-0.449677248969
left,1588320647.44,-0.449788569055
right,1588320647.44,-0.453614558211
left,1588320647.45,-0.449897734884
right,1588320647.45,-0.4537113043
right,1588320647.46,-0.453806301232
left,1588320647.46,-0.450004791272
right,1588320647.47,-0.453899589714
left,1588320647.47,-0.450109784052
right,1588320647.48,-0.453991209462
left,1588320647.48,-0.450212758155
left,1588320647.49,-0.450313757279
right,1588320647.49,-0.454081198372
right,1588320647.5,-0.428209335383
left,1588320647.5,-0.42872023365
right,1588320647.51,-0.415382240875
