time,throttle_input,steering_angle_input,speed,yaw_rate,motor_rpm
1569511763.39,0,0,0,0,0
1569511763.44,0,0,0,0,0
1569511763.47,-0.0479999780655,0.0,0.0,-0.0,0.000146682557823
1569511763.52,-0.0400000214577,0.0,0.0,-0.0,0.0
1569511763.56,-0.0320000052452,0.0,0.0,-0.0,0.0
1569511763.6,-0.0479999780655,0.0,0.0,-0.0,0.0
1569511763.64,-0.0400000214577,0.0,0.0,-0.0,0.0
1569511763.68,-0.0320000052452,0.0,0.0,-0.0,0.0
1569511763.72,-0.0400000214577,0.0,0.0,-0.0,0.0
1569511763.76,-0.0400000214577,0.0,0.0,-0.0,0.0
1569511763.8,-0.055999994278,0.0,0.0,-0.0,0.0
1569511763.84,-0.0479999780655,0.0,0.0,-0.0,0.0
1569511763.88,-0.0400000214577,0.0,0.0,-0.0,0.0
1569511763.92,-0.0400000214577,-0.0133333206177,0.0,0.0,0.0
1569511763.96,-0.0400000214577,-0.0133333206177,0.0,0.0,0.0
1569511764.0,-0.0479999780655,-0.0133333206177,0.0,0.0,0.0
1569511764.04,-0.0479999780655,0.0,0.0,0.0,0.0
1569511764.08,-0.0479999780655,-0.0133333206177,0.0,-0.0,0.0
1569511764.12,-0.0400000214577,-0.0133333206177,0.0,-0.0,0.0
1569511764.16,-0.0479999780655,0.0,0.0,0.0,0.0
1569511764.19,-0.0400000214577,-0.0133333206177,0.0,-0.0,0.0
1569511764.23,-0.0400000214577,0.0133333206177,0.0,0.0,0.0
1569511764.28,-0.0400000214577,0.0133333206177,0.0,-0.0,0.0
1569511764.32,-0.0400000214577,0.0,0.0,-0.0,0.0
1569511764.36,-0.0479999780655,0.0,0.0,-0.0,0.0
1569511764.4,-0.0479999780655,0.0,0.0,-0.0,0.0
1569511764.44,-0.0400000214577,0.0,0.0,-0.0,0.0
1569511764.48,-0.0479999780655,0.0133333206177,0.0,-0.0,0.0
1569511764.52,-0.0479999780655,0.0,0.0,-0.0,0.0
1569511764.55,-0.0479999780655,0.0133333206177,0.0,-0.0,0.0
1569511764.6,-0.0479999780655,0.0133333206177,0.0,-0.0,0.0
1569511764.64,-0.0479999780655,0.0133333206177,0.0,-0.0,0.0
1569511764.68,-0.0479999780655,0.0533333420753,0.0,-0.0,0.0
1569511764.72,-0.0400000214577,0.0533333420753,0.0,-0.0,0.0
1569511764.76,-0.0479999780655,0.066666662693,0.0,-0.0,0.0
1569511764.8,-0.0400000214577,0.066666662693,0.0,-0.0,0.0
1569511764.84,-0.0400000214577,0.066666662693,0.0,-0.0,0.0
1569511764.88,-0.0400000214577,0.066666662693,0.0,-0.0,0.0
1569511764.92,-0.0479999780655,0.0400000214577,0.0,-0.0,0.0
1569511764.95,-0.0400000214577,0.0533333420753,0.0,-0.0,0.0
1569511765.0,-0.0400000214577,0.0266666412354,0.0,-0.0,0.0
1569511765.04,-0.0400000214577,0.0266666412354,0.0,-0.0,0.0
1569511765.08,-0.0479999780655,0.0133333206177,0.0,-0.0,0.0
1569511765.12,-0.0400000214577,0.0133333206177,0.0,-0.0,0.0
1569511765.16,-0.0479999780655,0.0133333206177,0.0,-0.0,0.0
1569511765.2,-0.0400000214577,0.0266666412354,0.0,-0.0,0.0
1569511765.24,-0.0479999780655,0.0266666412354,0.0,-0.0,0.0
1569511765.28,-0.0400000214577,0.0266666412354,0.0,-0.0,0.0
1569511765.32,-0.0479999780655,0.0266666412354,0.0,-0.0,0.0
1569511765.36,-0.0479999780655,0.0266666412354,0.0,-0.0,0.0
1569511765.4,-0.0400000214577,0.0266666412354,0.0,-0.0,0.0
1569511765.44,-0.0479999780655,0.0266666412354,0.0,-0.0,0.0
1569511765.48,-0.0400000214577,0.0266666412354,0.0,-0.0,0.0
1569511765.52,-0.0479999780655,0.0133333206177,0.0,-0.0,0.0
1569511765.56,-0.0400000214577,0.0133333206177,0.0,-0.0,0.0
1569511765.6,-0.0400000214577,0.0133333206177,0.0,-0.0,0.0
1569511765.64,-0.0479999780655,0.0133333206177,0.0,-0.0,0.0
1569511765.68,-0.0479999780655,0.0,0.0,-0.0,0.0
1569511765.72,-0.0400000214577,0.0,0.0,0.0,0.0
1569511765.76,-0.0400000214577,0.0,0.0,-0.0,0.0
1569511765.8,-0.0479999780655,-0.0133333206177,0.0,-0.0,0.0
1569511765.84,-0.0400000214577,-0.0133333206177,0.0,0.0,0.0
1569511765.88,-0.0239999890327,0.0,0.0,0.0,0.0
1569511765.92,-0.0159999728203,-0.0133333206177,0.0,-0.0,0.0
1569511765.96,0.00800001621246,-0.0133333206177,0.0,0.0,0.0
1569511766.0,0.0240000486374,-0.0133333206177,0.0,0.0,0.0
1569511766.04,0.0880000591278,0.0,0.0,0.0,0.0
1569511766.08,0.103999972343,0.0,0.0,-0.0,0.0
1569511766.12,0.136000037193,0.0,0.0,-0.0,0.0
1569511766.16,0.144000053406,0.0,0.0,0.0,0.0
1569511766.2,0.184000015259,-0.0133333206177,0.0,0.0,0.0
1569511766.24,0.240000009537,0.0,0.0,0.0,0.0
1569511766.28,0.264000058174,0.0,0.0,-0.0,0.0
1569511766.32,0.27999997139,0.0,0.0,0.0,549.130032527
1569511766.36,0.304000020027,0.0400000214577,0.466658436404,-0.0,0.0
1569511766.4,0.360000014305,0.066666662693,0.0,-0.0,559.117941548
1569511766.44,0.399999976158,0.0933333039284,0.46747279437,-0.0336920326694,0.0
1569511766.48,0.447999954224,0.0799999833107,0.0,-0.0,547.950321378
1569511766.52,0.447999954224,0.0400000214577,0.467016046202,-0.0504952145249,1104.67508296
1569511766.56,0.447999954224,-0.0133333206177,0.0,-0.0,1499.10789173
1569511766.6,0.447999954224,-0.0133333206177,1.39347973962,0.0251054909639,1063.85412733
1569511766.64,0.432000041008,-0.0133333206177,0.0,0.0,1692.70770555
1569511766.68,0.407999992371,0.0,0.466801414583,0.00841008187097,2177.22551621
1569511766.72,0.383999943733,0.0,0.466185446146,-0.0,2230.64362871
1569511766.76,0.368000030518,-0.0133333206177,1.86951473985,-0.0,1639.30123621
1569511766.8,0.360000014305,0.0,1.86763482291,0.0336480594853,2788.94727199
1569511766.84,0.360000014305,-0.0133333206177,0.466270156876,-0.0,2201.07964385
1569511766.88,0.335999965668,0.0,1.44109425611,0.0259633332271,2784.24074347
1569511766.92,0.335999965668,-0.0133333206177,1.8709854994,-0.0,2812.77092921
1569511766.96,0.327999949455,0.0,0.931960968837,0.0167905833265,2663.67403159
1569511767.0,0.320000052452,0.0,1.38453635394,-0.0,2805.06250855
1569511767.04,0.31200003624,-0.0133333206177,1.41365518857,-0.0,2856.59316211
1569511767.08,0.31200003624,-0.0133333206177,1.89562837732,0.0341524026109,3295.73905603
1569511767.12,0.31200003624,-0.0133333206177,1.39657993898,0.0251613454015,2811.73175702
1569511767.16,0.31200003624,0.0,1.86024153016,0.0335148589523,3249.10364773
1569511767.2,0.304000020027,0.0,1.85278331471,-0.0,2757.95896896
1569511767.24,0.304000020027,0.0,1.41252204728,-0.0,3288.50387664
1569511767.28,0.296000003815,0.0,1.39808844182,-0.0,3326.5246127
1569511767.32,0.296000003815,0.0,2.33635588871,-0.0,3281.07222947
1569511767.36,0.296000003815,0.0,0.932486805586,-0.0,3410.29078031
1569511767.4,0.287999987602,0.0,1.39127939683,-0.0,3291.88781917
1569511767.44,0.287999987602,0.0,2.32470318533,-0.0,3809.85899085
1569511767.48,0.287999987602,0.0,2.32304167032,-0.0,3922.8898377
1569511767.52,0.296000003815,0.0,1.85359339011,-0.0333950833894,3300.98429466
1569511767.56,0.296000003815,0.0,1.8659372005,-0.0,2893.88744509
1569511767.6,0.287999987602,0.0,1.40155830878,-0.0,3771.55463192
1569511767.64,0.287999987602,-0.0133333206177,1.39902454833,-0.0,3826.25473501
1569511767.68,0.271999955177,0.0,1.91913322154,0.0345758753299,3484.67026069
1569511767.72,0.264000058174,0.0,1.86912053915,-0.0,3821.80536994
1569511767.76,0.256000041962,0.0,2.33242150063,-0.0,3867.49456996
1569511767.8,0.231999993324,-0.0133333206177,2.33139537793,-0.0,3242.99998282
1569511767.84,0.240000009537,0.0,1.4023511518,0.0252653218907,3888.50688108
1569511767.88,0.240000009537,-0.0133333206177,2.33575145611,-0.0,3875.11734996
1569511767.92,0.248000025749,0.0,2.77954467665,-0.0,3745.80614432
1569511767.95,0.256000041962,-0.0133333206177,1.41196297283,-0.0,3958.57405665
1569511768.0,0.248000025749,-0.0133333206177,1.86547312582,0.0336091134819,3272.80369456
1569511768.04,0.248000025749,-0.0133333206177,2.33389534234,-0.0,3965.67943331
1569511768.08,0.248000025749,-0.173333287239,2.32754433384,0.0419339740507,3739.63131449
1569511768.11,0.256000041962,-0.413333296776,1.40431696396,0.558367813148,3693.55213499
1569511768.15,0.248000025749,-0.533333301544,2.33333684987,1.3113565452,4024.53260552
1569511768.2,0.240000009537,-0.533333301544,2.34415190465,1.70701559818,3788.68606692
1569511768.24,0.223999977112,-0.586666703224,1.8779400321,1.40244870093,4468.17852007
1569511768.28,0.240000009537,-0.546666622162,1.92215973834,1.54307480915,3774.07565258
1569511768.32,0.240000009537,-0.533333301544,1.40465412842,1.02287164177,3300.25318817
1569511768.36,0.240000009537,-0.546666622162,2.33025877505,1.69689859642,4576.29774208
1569511768.4,0.248000025749,-0.546666622162,1.86836843562,1.39530061695,3725.08517585
1569511768.44,0.240000009537,-0.55999994278,2.3312616024,1.74098999431,3883.31802978
1569511768.48,0.240000009537,-0.546666622162,2.82248184463,2.16041527151,3871.77868949
1569511768.51,0.231999993324,-0.546666622162,2.31395660778,1.72806659591,3885.35077401
1569511768.56,0.240000009537,-0.546666622162,1.87512317622,1.40034506833,4447.51590556
1569511768.6,0.248000025749,-0.546666622162,2.33873187425,1.79013801868,3223.65080359
1569511768.64,0.256000041962,-0.55999994278,1.86734869127,1.42932668904,3892.92946674
1569511768.68,0.256000041962,-0.546666622162,2.32127200347,1.73352974542,3902.26585621
1569511768.72,0.264000058174,-0.546666622162,2.34028110477,1.7477257735,3900.92934542
1569511768.76,0.264000058174,-0.573333382607,2.32151517277,1.73371134465,4331.71564634
1569511768.8,0.287999987602,-0.573333382607,1.88405414576,1.44211356278,3829.51531278
1569511768.84,0.256000041962,-0.600000023842,1.87123683599,1.46721989176,3871.21146239
1569511768.87,0.248000025749,-0.679999947548,2.82632696483,2.32184012986,3860.8491961
1569511768.91,0.248000025749,-0.679999947548,2.23573106294,2.08940738117,3824.85904362
1569511768.96,0.248000025749,-0.679999947548,1.95202002476,1.82426460656,3897.45409921
1569511769.0,0.248000025749,-0.693333387375,1.95202002476,1.82426460656,3879.8740779
1569511769.04,0.248000025749,-0.693333387375,1.86080953201,1.73902363999,3646.7980524
1569511769.08,0.240000009537,-0.679999947548,1.87077012176,1.78381588732,4468.3900828
1569511769.12,0.215999960899,-0.679999947548,2.32485838133,2.17270151256,3295.81578901
1569511769.16,0.200000047684,-0.693333387375,2.33353787636,2.18081295373,3837.34558614
1569511769.2,0.200000047684,-0.693333387375,1.87218893653,1.82075015628,3824.59331307
1569511769.24,0.184000015259,-0.679999947548,1.4008200248,1.30913943454,4015.79856657
1569511769.28,0.128000020981,-0.679999947548,1.43741199786,1.34333654342,3838.37122687
1569511769.32,0.144000053406,-0.693333387375,1.79441075242,1.67697051452,3714.79997751
1569511769.36,0.383999943733,-0.72000002861,2.43131265488,2.31830415205,3982.79843727
1569511769.4,0.544000029564,-0.72000002861,2.43131265488,2.31830415205,3185.9954424
1569511769.44,0.527999997139,-0.746666669846,1.87625973478,1.86044076563,4499.78972464
1569511769.48,0.44000005722,-0.759999990463,1.39178247626,1.38004819254,3767.74717534
1569511769.52,0.351999998093,-0.759999990463,1.8697477548,1.99717039374,5167.78758047
1569511769.56,0.351999998093,-0.773333311081,1.38776799846,1.45568840365,4301.85025641
1569511769.6,0.34399998188,-0.773333311081,1.88318086245,1.9753478582,3812.717545
1569511769.64,0.304000020027,-0.773333311081,1.86513414028,1.99224236304,4546.6162407
1569511769.68,0.271999955177,-0.773333311081,1.86649082217,1.99369150233,3765.6853278
1569511769.72,0.256000041962,-0.759999990463,1.86552666112,1.95682962159,4458.86321758
1569511769.76,0.248000025749,-0.773333311081,2.80822948592,2.94567038724,4404.21371944
1569511769.8,0.256000041962,-0.799999952316,2.80822948592,2.94567038724,3847.76119055
1569511769.84,0.27999997139,-0.866666674614,2.32525755195,2.48372302021,4456.86273584
1569511769.87,0.287999987602,-0.866666674614,2.75875739954,3.0530999923,3985.82630417
1569511769.91,0.27999997139,-0.866666674614,1.40691054665,1.69370556253,4420.66669399
1569511769.95,0.256000041962,-0.866666674614,1.8623911126,2.24203464429,3847.73877893
1569511769.99,0.256000041962,-0.853333353996,2.80158638554,3.31798274045,3898.71920019
1569511770.03,0.256000041962,-0.866666674614,2.32885626532,2.75811766262,4270.14654729
1569511770.08,0.256000041962,-0.853333353996,2.78155336192,3.34856570147,3708.97257528
1569511770.12,0.256000041962,-0.853333353996,1.40116893482,1.65943637011,3729.83846471
1569511770.16,0.256000041962,-0.853333353996,2.79558899119,3.31087988934,3380.5645508
1569511770.2,0.256000041962,-0.853333353996,2.79558899119,3.31087988934,3873.1180047
1569511770.23,0.248000025749,-0.853333353996,2.33139537793,2.76112479168,3958.38429596
1569511770.28,0.256000041962,-0.866666674614,2.33302421083,2.76305385567,3740.82143686
1569511770.32,0.248000025749,-0.853333353996,2.32248835964,2.75057600649,3356.19896629
1569511770.36,0.248000025749,-0.853333353996,2.33289024831,2.7628952008,3832.49238552
1569511770.4,0.248000025749,-0.853333353996,1.4028353612,1.66140995694,3296.31464049
1569511770.44,0.256000041962,-0.853333353996,1.86474178458,2.2084562834,3795.63027528
1569511770.47,0.256000041962,-0.853333353996,2.31694769339,2.74401406891,3327.50204211
1569511770.52,0.256000041962,-0.853333353996,1.40412822255,1.66294112216,3901.89707211
1569511770.56,0.256000041962,-0.853333353996,1.40412822255,1.66294112216,3322.83511144
1569511770.6,0.264000058174,-0.853333353996,1.87136252961,2.21629738294,2968.7181786
1569511770.64,0.256000041962,-0.853333353996,1.87292613205,2.21814919302,3308.25522766
1569511770.68,0.264000058174,-0.853333353996,1.38617656665,1.64168056609,3245.11877676
1569511770.72,0.248000025749,-0.866666674614,1.86784947918,2.21213679709,3277.33104901
1569511770.76,0.240000009537,-0.879999995232,1.8660264721,2.24641106228,3309.22194884
1569511770.8,0.264000058174,-0.853333353996,1.41022041373,1.67015624331,3261.4365201
1569511770.84,0.256000041962,-0.853333353996,0.944728670677,1.11886374088,3284.34563204
1569511770.88,0.256000041962,-0.853333353996,1.86899514652,2.21349363708,2886.53628517
1569511770.92,0.264000058174,-0.853333353996,2.24183765155,2.65505953096,3237.41889744
1569511770.96,0.256000041962,-0.866666674614,0.971014253145,1.14999435652,3298.63820665
1569511771.0,0.256000041962,-0.853333353996,0.971014253145,1.14999435652,3278.43162685
1569511771.04,0.256000041962,-0.853333353996,1.4069511474,1.66628437653,3359.98291024
1569511771.08,0.256000041962,-0.866666674614,1.39934578778,1.65727717543,3083.34171921
1569511771.12,0.256000041962,-0.853333353996,1.40635590456,1.63818814641,3275.26471966
1569511771.16,0.248000025749,-0.853333353996,1.39822209462,1.65594635997,3272.40649128
1569511771.2,0.256000041962,-0.853333353996,1.40424955049,1.6630848136,3298.81116477
1569511771.24,0.248000025749,-0.853333353996,1.87696400937,2.22293134335,2812.98891757
1569511771.28,0.240000009537,-0.853333353996,1.39514122333,1.65229761373,3252.38826631
1569511771.32,0.240000009537,-0.853333353996,2.34821647722,2.78104640373,3219.56331878
1569511771.36,0.248000025749,-0.840000033379,1.87112911204,2.21602094119,3320.63312593
1569511771.4,0.248000025749,-0.853333353996,1.87112911204,2.21602094119,3389.062702
1569511771.44,0.240000009537,-0.853333353996,1.40357577159,1.63494971945,2756.07422594
1569511771.48,0.248000025749,-0.853333353996,0.929376086911,1.10068132529,3354.5287803
1569511771.52,0.240000009537,-0.853333353996,1.40577467639,1.66489105504,2679.72399693
1569511771.56,0.240000009537,-0.853333353996,1.3982889306,1.65602551534,3411.23585758
1569511771.6,0.240000009537,-0.853333353996,1.87267434148,2.2178509917,2952.0951584
1569511771.64,0.240000009537,-0.853333353996,1.86670521555,2.21078161953,3236.16071327
1569511771.68,0.240000009537,-0.853333353996,1.40618013373,1.66537124743,2699.65500472
1569511771.72,0.231999993324,-0.853333353996,1.40170605898,1.66007249852,3360.12248168
1569511771.76,0.240000009537,-0.853333353996,1.85283612413,2.19435613782,2762.57698883
1569511771.8,0.231999993324,-0.853333353996,1.85283612413,2.19435613782,3384.88922897
1569511771.84,0.240000009537,-0.866666674614,1.84343095352,2.18321737947,3260.25345901
1569511771.88,0.240000009537,-0.853333353996,1.82676746357,2.16348242775,3259.37141673
