time,throttle_input,steering_angle_input,x,y,heading_angle,speed,slip_angle,yaw_rate,motor_rpm,steering_angle,estimated_longitudinal_slip
1587568240.15,0.5,-0.276661932468,-5.53797540575,10.0001710343,3.04581143893,1.8614559147,3.0441599641,0.153395578109,7102.76238754,-0.115887879276,0.902759304391
1587568240.19,0.5,-0.302852392197,-5.6162525154,10.0078773746,3.0433582346,2.00291827119,3.04385707582,-0.122150889043,7653.44086562,-0.126858513393,0.905473116518
1587568240.23,0.5,-0.404529333115,-5.65608936211,10.0118683593,3.03959463886,1.99129763965,3.03978502765,-0.360696174533,8966.6842444,-0.16944885081,1.24545843784
1587568240.28,0.5,-0.396128505468,-5.69541864201,10.0160791617,3.02896623573,1.96202727403,3.03054345589,-0.595451621698,9011.28543884,-0.165929920354,1.29029291469
1587568240.31,0.5,-0.481493145227,-5.76815945301,10.0225942835,3.07783178889,1.79229482313,3.07503355759,1.05385985182,5272.91447636,-0.20168737704,0.4670692025
1587568240.36,0.5,-0.605050206184,-5.87664266067,10.029061735,3.07840785445,1.71803050031,3.06797796532,1.10483906978,8437.58520423,-0.253442837707,1.44904421004
1587568240.4,0.5,-0.605050206184,-5.87664266067,10.029061735,3.07840785445,1.71803050031,3.06797796532,1.10483906978,9029.4113716,-0.253442837707,1.62082421741
1587568240.44,0.5,-0.642625749111,-6.01644936055,10.0357282476,3.07514541795,1.81569520175,3.07508436783,-1.29543330725,9092.63131851,-0.269182444322,1.49721514028
1587568240.48,0.5,-0.663573026657,-6.16173350494,10.0540470067,2.94265992784,1.8407294226,2.94612905068,-2.11298717037,7141.43076537,-0.277956819422,0.934659762418
1587568240.52,0.5,-0.663573026657,-6.16173350494,10.0540470067,2.94265992784,1.8407294226,2.94612905068,-2.11298717037,8744.07671813,-0.277956819422,1.36882691184
1587568240.56,0.5,-0.679360747337,-6.19850814235,10.0622524566,2.90587775861,1.95766705103,2.90717147869,-1.59185644344,8834.12779999,-0.284569964396,1.25026761275
1587568240.6,0.5,-0.640635550022,-6.23466975384,10.0622237067,2.83214874245,1.8018613208,-3.10776982016,-3.86623896686,6211.59005395,-0.268348791677,0.719058857542
1587568240.64,0.5,-0.458695143461,-6.30459267921,10.0662484136,2.68650635744,1.72862249396,3.03025112483,-3.72540315185,7622.78059048,-0.192137772391,1.19898659896
1587568240.68,0.5,-0.273593276739,-6.39306714295,10.0857445798,2.48774066497,1.42824050624,2.84672529041,-3.68191069556,7364.30660199,-0.11460248377,1.57122355933
1587568240.72,0.5,-0.0257657319307,-6.50281789166,10.1293830883,2.233934818,1.48615766455,2.474238805,-2.56973539683,7598.77572607,-0.0107927245531,1.549694014
1587568240.76,0.5,0.028555219993,-6.55124008489,10.1661734878,2.1144978006,1.55297578713,2.52349887864,-3.13122348951,8937.37985373,0.0119611825802,1.86982130402
1587568240.8,0.5,0.138525605202,-6.60092642414,10.2083145928,1.99671446876,1.687157817,2.32538206601,-2.5088796262,8675.70911109,0.0580254698181,1.56423956495
1587568240.84,0.5,0.127911001444,-6.62287463134,10.2346278924,1.95091749987,1.73750441084,2.21738624071,-2.12503957369,8947.94476296,0.0535792349932,1.56806908026
1587568240.88,0.5,0.248164176941,-6.64366485119,10.2623170699,1.90316417684,1.69659641575,2.24766819199,-2.7924255941,6570.65493371,0.103950767355,0.931254187014
1587568240.92,0.5,0.369144797325,-6.67906739495,10.3202893873,1.81545964039,1.71435989109,2.07319036239,-2.15197806542,6875.94847032,0.154627011118,1.00004579183
1587568240.96,0.5,0.369144797325,-6.71722742055,10.4193440684,1.72330381948,1.92122179601,1.72199217092,-0.433765110033,6904.78764069,0.154627011118,0.792182137597
1587568241.0,0.5,0.2605920434,-6.71722742055,10.4193440684,1.72330381948,1.92122179601,1.72199217092,-0.433765110033,6907.95781117,0.109156539884,0.793004975777
1587568241.04,0.5,0.0202676728368,-6.73997958569,10.5760708142,1.71041337238,1.99968663565,1.71060389485,-0.0682055906621,7168.44750457,0.00848970294525,0.78760881802
1587568241.08,0.5,-0.371295690536,-6.76168838248,10.7344709678,1.70136814354,1.99934641252,1.70168037662,-0.211233540729,6927.39497084,-0.15552797516,0.727791071698
1587568241.12,0.5,-0.371295690536,-6.76168838248,10.7344709678,1.70136814354,1.99934641252,1.70168037662,-0.211233540729,8688.11385922,-0.15552797516,1.16693946556
1587568241.16,0.5,-0.500407636166,-6.76674793373,10.7740031847,1.69681413246,1.98786624748,1.69730441468,-0.394629954766,8933.81660653,-0.209610260477,1.24108947759
1587568241.2,0.5,-0.510388851166,-6.78014240875,10.8925547658,1.66665472665,2.00262808365,1.66818857237,-0.751476968743,8377.21311256,-0.21379118204,1.08597252993
1587568241.24,0.522995173931,-0.721230626106,-6.7885921154,11.0111597911,1.61453452611,1.95629798454,1.61434243231,-0.92838106963,7002.71361871,-0.302108378203,0.785010115854
1587568241.28,0.667832434177,-1.0,-6.7907397102,11.0907534026,1.57490384644,1.98902192737,1.5795462265,-1.21390554042,8038.7562465,-0.418879020479,1.01538774031
1587568241.32,0.695738017559,-1.0,-6.78897566717,11.1704072254,1.51983837878,2.01683370938,1.51679365151,-1.24884800775,9324.71779538,-0.418879020479,1.30555203708
1587568241.36,0.694991886616,-1.0,-6.78292279918,11.2496961352,1.46261856757,1.92401586463,1.45991345271,-1.66088920577,7781.89285009,-0.418879020479,1.01690722245
1587568241.4,0.702833294868,-1.0,-6.77215783907,11.3255187242,1.39987773158,1.97697369794,1.4009320401,-1.39959521128,7028.96059959,-0.418879020479,0.772962462544
1587568241.44,0.702833294868,-1.0,-6.77215783907,11.3255187242,1.39987773158,1.97697369794,1.4009320401,-1.39959521128,6238.76750113,-0.418879020479,0.573646691473
1587568241.48,0.70358902216,-1.0,-6.75615979798,11.4061364491,1.33982192419,2.0742244922,1.3391419093,-1.69310586393,6025.27453228,-0.418879020479,0.448539708221
