time,throttle_input,steering_angle_input,x,y,heading_angle,speed,slip_angle,yaw_rate,motor_rpm,estimated_longitudinal_slip
1588011463.32,1.0,0.5,-4.24459380722,8.70798779508,2.51803506091,3.32260724724,2.5187917614,1.1131307661,12493.3195165,0.875029748288
1588011463.36,1.0,0.3125,-4.40932199884,8.81712656268,2.59693173986,3.29104497293,2.59441890197,1.2166109146,13231.211543,1.00481876774
1588011463.4,0.800000011921,0.1875,-4.40932199884,8.81712656268,2.59693173986,3.29104497293,2.59441890197,1.2166109146,13151.6004717,0.992755944227
1588011463.44,1.38777878078e-16,-0.5625,-4.6418387289,8.94400416006,2.68207552589,3.34469328704,2.67993179679,0.755369021672,11113.8842312,0.656986207046
1588011463.48,0.600000023842,-0.375,-4.76170800996,9.00116701277,2.71137466396,3.33109487968,2.70872608493,0.619075405369,10937.0023121,0.637271206524
1588011463.52,1.38777878078e-16,0.375,-4.88218895025,9.05514264472,2.72594459501,3.29418936798,2.72508247766,0.236104517914,12369.5964315,0.872476141272
1588011463.56,0.600000023842,0.4375,-4.94258024737,9.08159879961,2.73132940675,3.30088370131,2.73253602178,0.180337837559,12511.5917627,0.890129957267
1588011463.6,1.38777878078e-16,-0.25,-5.00269299469,9.10751818709,2.73534920362,3.27039560911,2.73303889488,0.27697195986,10747.3613145,0.63874312171
1588011463.64,1.38777878078e-16,-0.625,-5.12313213977,9.15815383535,2.75359704782,3.25262273329,2.75405413405,0.62124653774,12319.5296448,0.888729471833
1588011463.68,1.38777878078e-16,-0.4375,-5.24434987201,9.20591158361,2.77965337991,3.26828412453,2.7786877861,0.51134283895,10811.4313053,0.64957745358
1588011463.72,1.38777878078e-16,-0.375,-5.42645927874,9.27291450572,2.79326629045,3.20711926948,2.79339978152,-0.085497590352,10924.6353917,0.698639282924
1588011463.76,1.0,-0.375,-5.66413251426,9.36149974705,2.7740132418,3.16197447035,2.77302710012,-0.367936150417,11099.0014384,0.750390194486
1588011463.8,0.699999988079,-0.3125,-5.781304256,9.40763798211,2.75710528731,3.13746580972,2.75748543974,-0.574162844955,12830.4424467,1.03925696509
1588011463.84,1.0,-0.4375,-5.89812921849,9.45640883228,2.73490265981,3.14573122891,2.73501052364,-0.541881587412,10541.3899849,0.671035168298
1588011463.88,1.38777878078e-16,-1.0,-5.95571145752,9.48165709683,2.72336414874,3.15712626593,2.72322567518,-0.641674884248,11162.8250787,0.76315905249
1588011463.92,0.10000000149,-0.4375,-6.01332656847,9.50775292627,2.70855774073,3.15808466477,2.70952398,-0.850568485184,10910.5232731,0.722785209071
1588011463.96,1.38777878078e-16,-0.4375,-6.12628581321,9.5623053769,2.67537209485,3.15199730823,2.67491938995,-0.75147495896,10715.4988609,0.695258301579
1588011464.0,0.300000011921,-1.0,-6.23719550045,9.62006397168,2.64889701154,3.13949284734,2.64895548339,-0.508672813104,10627.114044,0.687971720924
1588011464.04,1.38777878078e-16,-1.0,-6.23719550045,9.62006397168,2.64889701154,3.13949284734,2.64895548339,-0.508672813104,11980.5066761,0.902939630441
1588011464.08,1.0,-1.0,-6.40106906668,9.71121631285,2.61900742442,3.11502915783,2.62104207908,-0.602479843279,11991.517774,0.919646947229
1588011464.12,1.38777878078e-16,-1.0,-6.611163716,9.84131333469,2.55370964267,3.08416403996,2.55365951133,-0.836983713849,10678.0524923,0.726489357311
1588011464.16,1.38777878078e-16,-1.0,-6.71361121987,9.91230379905,2.51759339235,3.09641487781,2.5171607314,-0.884880747307,10335.1907008,0.664442023329
1588011464.2,0.40000000596,-1.0,-6.81325709629,9.9869517575,2.47993195876,3.11394940791,2.47893088151,-0.890082370413,10548.0787845,0.689161350453
1588011464.24,0.699999988079,-1.0,-6.86155062481,10.0253037527,2.46038195838,3.07710916676,2.4599696432,-0.938711605514,10242.5497438,0.659871625713
1588011464.28,0.10000000149,-1.0,-6.90927684232,10.0647779416,2.44031922197,3.11819015273,2.43988743114,-0.983771444466,11990.3919775,0.917520909441
1588011464.32,0.300000011921,-1.0,-7.04672667088,10.1882534653,2.37859350029,3.08787447252,2.37639117575,-0.997549002149,10206.3919801,0.648245617191
1588011464.36,1.38777878078e-16,-1.0,-7.21554072802,10.364032309,2.29255137722,3.02234467581,2.29143818904,-1.02760503539,10134.0567329,0.672047703214
1588011464.4,1.38777878078e-16,-1.0,-7.29373201934,10.4568833342,2.24854237439,3.00689980456,2.24849503985,-1.05641363173,9998.69584743,0.658187832612
1588011464.44,0.300000011921,-1.0,-7.36713812362,10.5523072128,2.20413614239,3.02566684047,2.20310236591,-1.06419297469,11861.0570325,0.954841776797
1588011464.48,0.600000023842,-1.0,-7.40206426312,10.6009860511,2.18178347659,2.98062145583,2.18106830431,-1.06134211137,10110.075802,0.691441226364
1588011464.52,1.38777878078e-16,-1.0,-7.43576413469,10.6502669142,2.15958663801,2.99899787241,2.15846804159,-1.0348140607,9902.3735492,0.646540702205
1588011464.56,1.38777878078e-16,-1.0,-7.49995579031,10.7511553273,2.11399931651,2.97536896981,2.11302859351,-1.07481765177,11616.5012381,0.946900859536
1588011464.6,1.38777878078e-16,-1.0,-7.55927994092,10.8546353432,2.06778995604,2.96555987798,2.06762855011,-1.1176350167,11650.8875953,0.959122706619
1588011464.64,1.38777878078e-16,-1.0,-7.63850344778,11.0136185962,1.99694551538,2.94882832564,1.99741077282,-1.12865268665,11734.5867449,0.984392757709
1588011464.68,1.38777878078e-16,-1.0,-7.63850344778,11.0136185962,1.99694551538,2.94882832564,1.99741077282,-1.12865268665,9755.3795872,0.649696322704
1588011464.72,1.38777878078e-16,-1.0,-7.72539375113,11.2314674676,1.90245869679,2.9295146903,1.90225273669,-1.122748475,11489.0885737,0.95568642263
1588011464.76,1.38777878078e-16,-1.0,-7.7607047097,11.3422232922,1.85451705723,2.89081654125,1.85341119524,-1.10591373545,9993.61883848,0.723898030014
1588011464.8,1.38777878078e-16,-1.0,-7.79054724891,11.4539190336,1.80727871652,2.88387249987,1.80835055541,-1.12459209237,10880.5459209,0.881412190862
1588011464.84,1.38777878078e-16,-1.0,-7.81480104475,11.5661620739,1.7591006387,2.88222956648,1.76048872192,-1.17546077666,9394.74388197,0.625420374251
1588011464.88,1.38777878078e-16,-1.0,-7.83356202927,11.6792598255,1.70942027071,2.85975909074,1.70869919134,-1.15080392135,11279.619213,0.966863914971
1588011464.92,1.38777878078e-16,-1.0,-7.84664708893,11.7924336333,1.6600628914,2.84028820376,1.65966126641,-1.17000773326,9518.25066423,0.671106201741
1588011464.96,1.38777878078e-16,-1.0,-7.85404563914,11.9054019788,1.61104137494,2.82389835028,1.61279193769,-1.19102782584,10918.9734561,0.928155580972
1588011465.0,1.38777878078e-16,-1.0,-7.85569112841,11.9616322726,1.58635777587,2.80830107255,1.58616156014,-1.13389641593,9172.10038225,0.628675099368
1588011465.04,1.38777878078e-16,-1.0,-7.84836068609,12.1850468128,1.48822269249,2.78853984757,1.48641065438,-1.1040376196,9359.77794249,0.673778611048
1588011465.08,1.38777878078e-16,-1.0,-7.83670468405,12.2950925745,1.44024926594,2.76833626298,1.44023705618,-1.12775215026,9440.81177023,0.700590780874
1588011465.12,1.38777878078e-16,-1.0,-7.81985261494,12.4037779904,1.39221426578,2.73963551279,1.3924057185,-1.18627590223,11089.3519977,1.01847188764
1588011465.16,1.38777878078e-16,-1.0,-7.80952172483,12.4575171545,1.36819058439,2.73917630252,1.36848222522,-1.0992906489,9149.89884333,0.665733922523
1588011465.2,1.38777878078e-16,-1.0,-7.79790159199,12.5109353511,1.34455375824,2.74072135506,1.34461417506,-1.11797003295,10974.7857535,0.996827229916
1588011465.24,1.38777878078e-16,-1.0,-7.77110932759,12.6162065233,1.29613665705,2.72005060653,1.29549905663,-1.1338527145,10985.2542473,1.01392109946
1588011465.28,1.38777878078e-16,-1.0,-7.73945204086,12.7194182563,1.24848408738,2.69059320532,1.25092773321,-1.1767160435,9001.71208739,0.668347060107
1588011465.32,1.38777878078e-16,-1.0,-7.73945204086,12.7194182563,1.24848408738,2.69059320532,1.25092773321,-1.1767160435,6790.48783844,0.258526190569
1588011465.36,1.38777878078e-16,-1.0,-7.68321508716,12.8700406978,1.17709638168,2.66284349368,1.17946565761,-1.16808878035,6943.19204443,0.300238014214
1588011465.4,1.38777878078e-16,-1.0,-7.60207436794,12.9670513887,1.01452988144,1.43290681722,0.628798644817,-1.75652270727,6956.12009815,1.42079740921
1588011465.44,1.38777878078e-16,-1.0,-7.55689546106,13.0085977458,0.94096059447,1.88639236528,0.948762906536,-1.77283498927,11240.3552088,1.97137406826
1588011465.48,1.38777878078e-16,-1.0,-7.51944276353,13.052504593,0.822331566275,1.49119736673,0.826348500356,-2.95685069395,11198.9237465,2.74498845055
1588011465.52,1.38777878078e-16,-1.0,-7.47705157824,13.0926477838,0.719809953916,1.47904548173,0.770805271265,-2.06598926799,10525.5999261,2.54874384917
1588011465.56,1.38777878078e-16,-1.0,-7.42267957279,13.1268564261,0.683908785942,1.69841238898,0.507397369669,-0.885628858507,8019.82916147,1.35467672588
1588011465.6,1.38777878078e-16,-1.0,-7.39338288473,13.1448731935,0.668232860045,1.89489335195,0.659549910305,-1.5427805613,9975.51981125,1.62518604279
1588011465.64,1.38777878078e-16,-1.0,-7.31840811738,13.1961052691,0.56459266201,2.30085607495,0.544855614267,-3.68657130913,8713.69751616,0.888523311393
1588011465.68,1.38777878078e-16,-1.0,-7.13635676954,13.2752794658,0.353545167172,2.57943381988,0.332764407841,-1.77256163241,8435.06860035,0.630698052228
1588011465.72,0.5,-1.0,-7.03781635874,13.30592245,0.293787231176,2.50285704247,0.278824176265,-1.03576512791,7064.5744876,0.407535274045
1588011465.76,1.38777878078e-16,-1.0,-6.94135457117,13.3283003952,0.210556203995,2.50326701245,0.183091667073,-2.06301262074,10134.6466694,1.01888117782
1588011465.8,1.38777878078e-16,-1.0,-6.89089207678,13.3368302807,0.176674443515,2.53634601536,0.15611369392,-1.40467728943,8178.38966957,0.607935492136
1588011465.84,1.38777878078e-16,-1.0,-6.89089207678,13.3368302807,0.176674443515,2.53634601536,0.15611369392,-1.40467728943,6600.02569301,0.297616766817
1588011465.88,1.38777878078e-16,-1.0,-6.69446762239,13.360825495,0.0973538700073,2.47351748957,0.0795259755692,-1.34932158808,9966.92212633,1.00934912821
1588011465.92,0.800000011921,-1.0,-6.5979207914,13.3663689171,0.0532053249775,2.43149528464,0.0442505533205,-0.634758908343,10087.3456145,1.06877277619
1588011465.96,1.38777878078e-16,-1.0,-6.50138469081,13.3698554788,0.0312781396457,2.37569234993,0.0258442726575,-0.509279772695,8263.98032531,0.734636172796
1588011466.0,1.38777878078e-16,-1.0,-6.40609770786,13.3717930769,0.0181439615239,2.39610316697,0.016668405401,-0.204032100867,7922.34355895,0.648760149797
1588011466.04,1.38777878078e-16,-1.0,-6.3102573717,13.373035077,0.00913836293283,2.43334038169,0.00885380661322,-0.204607327604,9820.31840514,1.0124821131
1588011466.08,1.38777878078e-16,-1.0,-6.20854752018,13.3730666878,-0.0388113045361,2.59997480185,-0.0247101227711,-2.54003033994,7602.26526834,0.458086214069
1588011466.12,1.38777878078e-16,-1.0,-6.10548982069,13.3651108247,-0.129377754338,2.56808526313,-0.128587722057,-2.36816202499,10271.8654489,0.994569650562
1588011466.16,0.40000000596,-1.0,-5.95686020734,13.3362825462,-0.261151193987,2.51151235789,-0.255356301284,-2.21145336022,9758.64558157,0.937597427514
1588011466.2,1.38777878078e-16,1.0,-5.81817537552,13.2909595316,-0.391312141776,2.3960173756,-0.375461181701,-2.07756550433,10183.0439372,1.11932215266
1588011466.24,1.38777878078e-16,1.0,-5.81817537552,13.2909595316,-0.391312141776,2.3960173756,-0.375461181701,-2.07756550433,8034.8224957,0.672228600096
1588011466.28,1.38777878078e-16,1.0,-5.73156110138,13.2519428086,-0.472666919948,2.36980855418,-0.454614629612,-2.17954066622,6272.28186949,0.319841036377
1588011466.32,1.38777878078e-16,1.0,-5.69034207972,13.2301467136,-0.508893601974,2.36800691898,-0.507399328196,-2.49236986177,9454.98363594,0.991072792018
1588011466.36,0.5,1.0,-5.61103298319,13.181425928,-0.593595102207,2.30341235749,-0.590340023026,-2.05323301127,8524.65407638,0.845501470182
1588011466.4,1.38777878078e-16,1.0,-5.53785898595,13.1274230108,-0.672322348097,2.24626114117,-0.669584286213,-1.52796046914,7550.76646639,0.676255120403
1588011466.44,1.0,0.3125,-5.53785898595,13.1274230108,-0.672322348097,2.24626114117,-0.669584286213,-1.52796046914,9780.05886,1.1711535928
1588011466.48,1.0,0.4375,-5.43622448658,13.0408565233,-0.727691061253,2.23997373622,-0.727467610122,-0.418935981579,9326.14526192,1.07619706438
1588011466.52,1.0,0.625,-5.30377418978,12.920644903,-0.748949389755,2.25809935493,-0.747689417058,-0.181969902842,7771.33098303,0.716175440326
1588011466.56,1.0,0.6875,-5.23796120135,12.8594662799,-0.749162296699,2.2568561491,-0.744237264217,0.012147922789,7784.71124251,0.720077254405
1588011466.6,1.0,0.9375,-5.17166680604,12.7980646787,-0.744885884905,2.25773372805,-0.743457384905,0.302160134587,8069.10112127,0.782221835906
1588011466.64,1.0,0.8125,-5.13816850802,12.7673727422,-0.739311914897,2.28359117903,-0.738757766802,0.23314257264,6837.39085246,0.493074138373
1588011466.68,1.0,0.8125,-5.10440028039,12.7367822047,-0.732935679725,2.28093108912,-0.73337658789,0.459476413825,8002.79977612,0.749601369087
1588011466.72,1.0,0.8125,-5.00095243587,12.6469715623,-0.690470682637,2.31121830212,-0.68801049665,0.863070962763,9733.18459372,1.10001944131
1588011466.76,1.0,0.75,-4.85444234958,12.5354752368,-0.60182841903,2.33295046693,-0.605851473261,1.12881823311,8676.70130523,0.854635004471
1588011466.8,0.300000011921,0.5625,-4.77626501549,12.4843686391,-0.550395164582,2.3296544652,-0.553237130683,1.35224992209,7429.96896319,0.590394304214
1588011466.84,0.899999976158,0.5,-4.69571166795,12.4377792645,-0.49997745373,2.32920554922,-0.500501154883,1.14571270523,10028.6124612,1.14705097824
1588011466.88,1.0,0.5625,-4.61356441979,12.3953056919,-0.454261693224,2.30934668037,-0.455393099817,1.02118546662,7836.87411911,0.692244299534
1588011466.92,1.38777878078e-16,0.4375,-4.52897846242,12.3562102642,-0.408576207782,2.3307115341,-0.411674207237,1.35772998958,9901.16256436,1.11839522573
1588011466.96,1.0,0.4375,-4.48602142755,12.337896188,-0.378563546645,2.33889853576,-0.389299954328,1.59487654871,7163.7626805,0.527351977186
1588011467.01,0.10000000149,0.375,-4.39718050857,12.3053003534,-0.325211607045,2.3835170607,-0.326275710611,1.27285640985,9833.17939162,1.05724028762
1588011467.04,1.0,0.0,-4.39718050857,12.3053003534,-0.325211607045,2.3835170607,-0.326275710611,1.27285640985,7393.68571711,0.546863687264
1588011467.08,1.38777878078e-16,-0.1875,-4.21593446444,12.2534250167,-0.235986054496,2.36858266104,-0.236240059131,0.904671074215,7955.81678444,0.674964283288
1588011467.12,1.38777878078e-16,-0.125,-4.1234775596,12.2325668921,-0.209698581662,2.38999483888,-0.211420377562,0.408869920294,9797.18764354,1.0441548245
1588011467.17,1.0,-0.0625,-4.02956593845,12.2133232893,-0.196214283828,2.38038821879,-0.194371348152,0.387178469336,9504.5739207,0.991105095567
1588011467.21,1.0,-0.125,-3.93646777066,12.1955526329,-0.182603695673,2.38097189224,-0.18342516833,0.463841202975,8069.27583083,0.690011328793
