throttle,steering,radius
0.10000000149,0.25,1.48491599027
0.15000000596,0.25,1.54004947189
0.20000000298,0.25,1.66915777454
0.25,0.25,1.74206159722
0.300000011921,0.25,1.91941600104
0.34999999404,0.25,1.97843387931
0.40000000596,0.25,2.17196066613
0.449999988079,0.25,2.03959668958
0.5,0.25,2.67454967562
0.550000011921,0.25,4.61151370427
0.600000023842,0.25,2.60832296705
0.649999976158,0.25,6.57787827807
0.699999988079,0.25,7.52443547494
0.75,0.25,3.5782910027
0.800000011921,0.25,3.9367307737
0.850000023842,0.25,8.4097492631
0.899999976158,0.25,9.33017449428
0.949999988079,0.25,9.79833483288
0.0500000007451,0.300000011921,2.69351770769
0.10000000149,0.300000011921,1.25245849048
0.15000000596,0.300000011921,1.30014599866
0.20000000298,0.300000011921,1.42872387154
0.25,0.300000011921,1.49149539706
0.300000011921,0.300000011921,1.61113275307
0.34999999404,0.300000011921,1.56153055707
0.40000000596,0.300000011921,2.0022212818
0.449999988079,0.300000011921,3.75319739469
0.5,0.300000011921,4.040099659
0.550000011921,0.300000011921,5.49848882619
0.600000023842,0.300000011921,5.86083135455
0.649999976158,0.300000011921,6.19690237447
0.699999988079,0.300000011921,6.5626628356
0.75,0.300000011921,6.8780875601
0.800000011921,0.300000011921,7.21267251809
0.850000023842,0.300000011921,7.56329551968
0.899999976158,0.300000011921,7.9026817489
0.949999988079,0.300000011921,8.25899679752
0.0500000007451,0.34999999404,2.83018456429
0.10000000149,0.34999999404,1.08359941882
0.15000000596,0.34999999404,1.15983691553
0.20000000298,0.34999999404,1.29140783839
0.25,0.34999999404,1.35999979158
0.300000011921,0.34999999404,1.40658247771
0.34999999404,0.34999999404,1.51339650961
0.40000000596,0.34999999404,2.49165045903
0.449999988079,0.34999999404,4.23369769951
0.5,0.34999999404,4.43858737858
0.550000011921,0.34999999404,4.8841177129
0.600000023842,0.34999999404,5.14636181829
0.649999976158,0.34999999404,5.42463845574
0.699999988079,0.34999999404,5.6661411573
0.75,0.34999999404,5.97334872559
0.800000011921,0.34999999404,6.21741594227
0.850000023842,0.34999999404,6.4460097505
0.899999976158,0.34999999404,6.65950564847
0.949999988079,0.34999999404,6.83895494259
0.0500000007451,0.40000000596,2.79038209407
0.10000000149,0.40000000596,0.954522531407
0.15000000596,0.40000000596,1.01294301841
0.20000000298,0.40000000596,1.11788576775
0.25,0.40000000596,1.25575717876
0.300000011921,0.40000000596,1.76434363445
0.34999999404,0.40000000596,2.08065579364
0.40000000596,0.40000000596,3.39758109962
0.449999988079,0.40000000596,3.8112749827
0.5,0.40000000596,4.05548818331
0.550000011921,0.40000000596,4.31811916561
0.600000023842,0.40000000596,4.57042063599
0.649999976158,0.40000000596,4.73943179764
0.699999988079,0.40000000596,4.95860578425
0.75,0.40000000596,5.14501673117
0.800000011921,0.40000000596,5.29742774089
0.850000023842,0.40000000596,5.47000079288
0.899999976158,0.40000000596,5.61269622634
0.949999988079,0.40000000596,5.82425808203
0.0500000007451,0.449999988079,2.61815922552
0.10000000149,0.449999988079,0.876288097954
0.15000000596,0.449999988079,0.898107031627
0.20000000298,0.449999988079,1.0079811803
0.25,0.449999988079,1.13018774387
0.300000011921,0.449999988079,1.52762522637
0.34999999404,0.449999988079,2.7712928024
0.40000000596,0.449999988079,3.16743061347
0.449999988079,0.449999988079,3.49072262286
0.5,0.449999988079,3.64102520824
0.550000011921,0.449999988079,3.84656087645
0.600000023842,0.449999988079,4.00875587472
0.649999976158,0.449999988079,4.20825306669
0.699999988079,0.449999988079,4.3269149142
0.75,0.449999988079,4.4523573404
0.800000011921,0.449999988079,4.59358786259
0.850000023842,0.449999988079,4.70423425272
0.899999976158,0.449999988079,4.83239515441
0.949999988079,0.449999988079,5.02512886317
0.0500000007451,0.5,2.67138272808
0.10000000149,0.5,0.818494897036
0.15000000596,0.5,0.844888099231
0.20000000298,0.5,0.871489708971
0.25,0.5,0.914832185686
0.300000011921,0.5,2.01630947691
0.34999999404,0.5,2.67449504379
0.40000000596,0.5,2.97361775788
0.449999988079,0.5,3.14664268016
0.5,0.5,3.28324079331
0.550000011921,0.5,3.44818087075
0.600000023842,0.5,3.60248131497
0.649999976158,0.5,3.68320024055
0.699999988079,0.5,3.80652595427
0.75,0.5,3.8608013288
0.800000011921,0.5,4.00832267504
0.850000023842,0.5,4.16901025344
0.899999976158,0.5,4.30963030204
0.949999988079,0.5,4.51259724903
0.0500000007451,0.550000011921,2.39709676582
0.10000000149,0.550000011921,0.753813029364
0.15000000596,0.550000011921,0.765205579878
0.20000000298,0.550000011921,0.712699827425
0.25,0.550000011921,0.720628064683
0.300000011921,0.550000011921,0.741096476991
0.34999999404,0.550000011921,0.738385266233
0.40000000596,0.550000011921,1.40727534301
0.449999988079,0.550000011921,2.84351940983
0.5,0.550000011921,3.00989170736
0.550000011921,0.550000011921,3.10723884383
0.600000023842,0.550000011921,3.22757831108
0.649999976158,0.550000011921,3.30584314652
0.699999988079,0.550000011921,3.37932575366
0.75,0.550000011921,3.48477029406
0.800000011921,0.550000011921,3.60461050349
0.850000023842,0.550000011921,3.78074765522
0.899999976158,0.550000011921,3.96412231597
0.949999988079,0.550000011921,4.17140004713
0.0500000007451,0.600000023842,2.37040495931
0.10000000149,0.600000023842,0.727812655033
0.15000000596,0.600000023842,0.697460356741
0.20000000298,0.600000023842,0.613385537064
0.25,0.600000023842,0.683524151651
0.300000011921,0.600000023842,0.687536803922
0.34999999404,0.600000023842,2.20121929719
0.40000000596,0.600000023842,2.5233246876
0.449999988079,0.600000023842,2.60954297989
0.5,0.600000023842,2.74282300593
0.550000011921,0.600000023842,2.83155794582
0.600000023842,0.600000023842,2.93093745406
0.649999976158,0.600000023842,2.97976895602
0.699999988079,0.600000023842,3.07685337932
0.75,0.600000023842,3.18043019496
0.800000011921,0.600000023842,3.32747809807
0.850000023842,0.600000023842,3.51201934345
0.899999976158,0.600000023842,3.69368646007
0.949999988079,0.600000023842,3.87740883306
0.0500000007451,0.649999976158,2.19201437625
0.10000000149,0.649999976158,0.613268938631
0.15000000596,0.649999976158,0.700024448849
0.20000000298,0.649999976158,0.613328757683
0.25,0.649999976158,0.600883926477
0.300000011921,0.649999976158,0.636724580168
0.34999999404,0.649999976158,1.89944929824
0.40000000596,0.649999976158,2.31206765127
0.449999988079,0.649999976158,2.42857233225
0.5,0.649999976158,2.54090509696
0.550000011921,0.649999976158,2.60171752231
0.600000023842,0.649999976158,2.65976259013
0.649999976158,0.649999976158,2.71356050799
0.699999988079,0.649999976158,2.8175573091
0.75,0.649999976158,2.95546611892
0.800000011921,0.649999976158,3.09605424289
0.850000023842,0.649999976158,3.2615259404
0.899999976158,0.649999976158,3.43214526432
0.949999988079,0.649999976158,3.59531875048
0.0500000007451,0.699999988079,2.04647502338
0.10000000149,0.699999988079,0.613206548244
0.15000000596,0.699999988079,0.568405211406
0.20000000298,0.699999988079,0.504046081506
0.25,0.699999988079,0.575260558593
0.300000011921,0.699999988079,0.571781857699
0.34999999404,0.699999988079,1.31634225047
0.40000000596,0.699999988079,2.21455883938
0.449999988079,0.699999988079,2.25371641381
0.5,0.699999988079,2.34585540193
0.550000011921,0.699999988079,2.38959452513
0.600000023842,0.699999988079,2.43887690469
0.649999976158,0.699999988079,2.51224929686
0.699999988079,0.699999988079,2.62501837819
0.75,0.699999988079,2.75387125491
0.800000011921,0.699999988079,2.91252746265
0.850000023842,0.699999988079,3.04220240468
0.899999976158,0.699999988079,3.19790919131
0.949999988079,0.699999988079,3.34314243856
0.0500000007451,0.75,1.90529767469
0.10000000149,0.75,0.584784264079
0.15000000596,0.75,0.584275722929
0.20000000298,0.75,0.508059644102
0.25,0.75,0.521622739148
0.300000011921,0.75,0.575035895951
0.34999999404,0.75,1.31145179388
0.40000000596,0.75,2.03617743715
0.449999988079,0.75,2.11402359189
0.5,0.75,2.18448550901
0.550000011921,0.75,2.21183272059
0.600000023842,0.75,2.27878184992
0.649999976158,0.75,2.35200789393
0.699999988079,0.75,2.46465637481
0.75,0.75,2.59240218327
0.800000011921,0.75,2.7358965984
0.850000023842,0.75,2.83313672075
0.899999976158,0.75,2.97555717916
0.949999988079,0.75,3.11346712117
0.0500000007451,0.800000011921,1.7315173912
0.10000000149,0.800000011921,0.490698579387
0.15000000596,0.800000011921,0.492943008076
0.20000000298,0.800000011921,0.496705581142
0.25,0.800000011921,0.508309447263
0.300000011921,0.800000011921,0.558104034407
0.34999999404,0.800000011921,1.04121152144
0.40000000596,0.800000011921,1.92076564988
0.449999988079,0.800000011921,1.9925260767
0.5,0.800000011921,2.0276442161
0.550000011921,0.800000011921,2.07172946995
0.600000023842,0.800000011921,2.14470292309
0.649999976158,0.800000011921,2.21408126836
0.699999988079,0.800000011921,2.34120877045
0.75,0.800000011921,2.44529421768
0.800000011921,0.800000011921,2.57059766671
0.850000023842,0.800000011921,2.66657238591
0.899999976158,0.800000011921,2.77559651873
0.949999988079,0.800000011921,2.85905955919
0.0500000007451,0.850000023842,1.7052976123
0.10000000149,0.850000023842,0.499092620327
0.15000000596,0.850000023842,0.440874352496
0.20000000298,0.850000023842,0.476724162122
0.25,0.850000023842,0.489189849258
0.300000011921,0.850000023842,0.544748493625
0.34999999404,0.850000023842,0.632279267986
